id,ground_truth,CNM,Combo,Leiden,Louvain,Paris,RB-C,RB-ER,Significance,Eigenvector,RSC-K,RSC-SSE,RSC-V,Spectral,Deepwalk,Fairwalk,Node2Vec,Infomap,Spinglass,Walktrap,Fluid,Label Propagation,EM,SBM,SBM - Nested
0,0,3,12,10,8,0,6,5,8,0,7,6,0,0,3,2,2,7,9,7,3,7,0,8,8
1,1,1,14,21,15,1,16,0,0,0,8,7,0,0,3,2,4,8,10,0,9,0,0,9,17
2,2,12,13,20,17,4,21,7,9,0,9,9,7,1,0,5,0,9,9,9,4,8,0,10,10
3,3,5,11,12,9,3,19,0,6,0,6,5,6,0,3,2,4,6,9,6,4,0,0,7,7
4,4,3,10,13,10,2,18,3,5,0,5,8,5,0,3,2,4,4,14,5,8,5,0,5,4
5,5,3,9,14,11,3,17,2,4,0,4,3,4,0,3,2,9,5,13,4,9,4,0,4,5
6,6,5,8,8,6,1,7,1,1,0,1,2,3,0,6,8,6,2,6,3,3,3,0,2,16
7,7,1,6,11,12,1,11,0,2,0,3,4,1,0,5,7,7,1,12,1,9,1,0,1,1
8,8,3,7,16,13,2,15,0,3,0,2,1,2,0,7,9,8,3,8,2,2,2,0,15,15
9,9,2,3,1,7,0,3,0,0,0,0,0,0,0,4,6,5,0,5,0,2,0,0,13,13
10,9,1,2,1,11,0,2,0,0,0,0,0,0,0,4,6,5,0,1,0,0,0,0,13,13
11,9,1,2,3,9,0,2,0,0,0,0,0,0,0,4,6,5,0,2,0,0,0,0,13,13
12,9,1,4,9,1,0,4,0,0,0,0,0,0,0,4,6,5,0,4,0,0,0,0,13,13
13,9,1,5,4,3,0,3,0,0,0,0,0,0,0,4,6,5,0,8,0,0,0,0,13,13
14,8,3,7,16,13,2,15,0,3,0,2,1,2,0,7,9,8,3,8,2,2,2,0,15,15
15,9,3,2,3,10,0,10,0,0,0,0,0,0,0,4,6,5,0,9,0,0,0,0,13,13
16,9,1,4,4,1,0,5,0,0,0,0,0,0,0,4,6,5,0,7,0,0,0,0,13,13
17,9,0,0,0,2,0,2,0,0,1,0,0,0,0,4,6,5,0,11,0,0,0,0,12,13
18,9,2,3,12,6,0,7,0,0,0,0,0,0,0,4,6,5,0,6,0,0,0,0,13,14
19,0,3,12,10,8,0,6,5,8,0,7,6,0,0,1,5,2,7,9,7,3,7,0,8,8
20,9,0,0,2,16,0,2,0,0,1,0,0,0,0,4,6,5,0,1,0,0,0,0,12,12
21,9,1,0,5,1,1,16,0,0,0,0,0,0,0,4,6,5,0,10,0,0,0,0,14,13
22,9,2,3,1,1,0,0,0,0,0,0,0,0,0,4,6,5,0,3,0,0,0,0,13,13
23,9,1,5,6,4,0,2,0,0,0,0,0,0,0,4,6,5,0,1,0,0,0,0,13,13
24,9,2,2,8,6,1,7,0,0,0,0,0,0,0,4,6,5,0,6,0,0,0,0,13,14
25,9,2,0,1,17,0,2,0,0,1,0,0,0,0,4,6,5,0,1,0,0,0,0,12,14
26,9,2,2,0,1,0,0,0,0,1,0,0,0,0,4,6,5,0,1,0,0,0,0,12,12
27,9,2,1,1,3,0,8,0,0,1,0,0,0,0,4,6,5,0,1,0,0,0,0,12,12
28,9,0,0,0,0,0,1,0,0,1,0,0,0,0,4,6,5,0,0,0,0,0,0,11,9
29,9,0,1,0,0,0,0,0,0,1,0,0,0,0,4,6,5,0,0,0,0,0,0,12,12
30,9,0,1,0,0,0,1,0,0,1,0,0,0,0,4,6,5,0,0,0,0,0,0,11,9
31,3,5,11,12,9,3,19,4,6,0,6,5,6,0,1,5,1,6,9,6,4,6,0,7,7
32,9,0,1,0,0,0,5,0,0,1,0,0,0,0,4,6,5,0,0,0,0,0,0,14,12
