id,ground_truth,CNM,Combo,Leiden,Louvain,Paris,RB-C,RB-ER,Significance,Eigenvector,RSC-K,RSC-SSE,RSC-V,Spectral,Deepwalk,Fairwalk,Node2Vec,Infomap,Spinglass,Walktrap,Fluid,Label Propagation,EM,SBM,SBM - Nested
0,0,3,12,20,13,0,21,0,7,-1,9,7,1,0,3,4,2,9,2,9,7,0,0,9,10
1,1,3,8,8,8,1,10,7,9,-1,8,9,4,0,1,5,6,8,9,7,4,8,0,11,11
2,2,3,11,21,16,0,5,5,8,-1,7,8,7,1,0,5,6,7,7,8,4,7,0,8,8
3,3,8,8,18,17,5,20,3,6,-1,6,4,4,0,1,3,2,4,12,6,4,5,0,4,4
4,4,4,10,17,18,6,13,4,4,-1,5,5,6,0,4,5,9,6,10,5,5,6,0,6,6
5,5,4,9,12,15,4,18,0,5,-1,4,6,5,0,3,4,4,5,13,4,2,4,0,5,16
6,6,3,7,14,9,2,14,0,2,-1,2,3,1,0,6,4,7,1,12,1,6,1,0,1,15
7,7,1,5,15,12,3,16,2,3,-1,3,2,3,0,7,8,8,3,11,3,7,3,0,3,13
8,8,3,6,13,11,1,15,1,1,-1,1,1,2,0,8,7,6,2,14,2,2,2,0,2,14
9,9,1,2,5,4,0,7,0,0,-1,0,0,0,0,5,6,5,0,5,0,0,0,0,13,12
10,9,3,2,8,8,1,10,0,0,-1,0,0,0,0,5,6,5,0,9,0,0,0,0,13,12
11,9,1,3,1,0,0,2,0,0,-1,0,0,0,0,5,6,5,0,1,0,0,0,0,13,12
12,9,3,1,3,9,0,12,0,0,-1,0,0,0,0,5,6,5,0,1,0,0,0,0,13,12
13,9,4,2,3,2,0,1,0,0,-1,0,0,0,0,5,6,5,0,3,0,0,0,0,13,12
14,9,1,1,7,3,0,9,0,0,-1,0,0,0,0,5,6,5,0,3,0,0,0,0,13,12
15,9,1,1,2,1,0,6,0,0,-1,0,0,0,0,5,6,5,0,11,0,0,0,0,13,12
16,9,1,1,1,7,0,3,0,0,-1,0,0,0,0,5,6,5,0,1,0,0,0,0,13,12
17,6,3,7,14,9,2,14,0,2,-1,2,3,1,0,6,4,7,1,12,1,6,1,0,1,15
18,9,2,1,1,10,0,4,0,0,-1,0,0,0,0,5,6,5,0,2,0,0,0,0,13,12
19,7,1,5,15,12,3,16,2,3,-1,3,2,3,0,7,8,8,3,11,3,7,3,0,3,13
20,9,1,2,1,0,0,3,0,0,-1,0,0,0,0,5,6,5,0,4,0,0,0,0,13,12
21,9,3,1,1,0,0,5,0,0,-1,0,0,0,0,5,6,5,0,7,0,0,0,0,13,12
22,1,3,8,8,8,1,10,0,9,-1,8,9,2,0,3,4,6,8,9,7,4,0,0,11,11
23,9,1,4,1,5,0,7,0,0,-1,0,0,0,0,5,6,5,0,1,0,0,0,0,13,12
24,0,3,12,20,13,0,21,0,7,-1,9,7,1,0,3,4,2,9,2,9,7,0,0,9,10
25,9,2,4,1,1,0,1,0,0,-1,0,0,0,0,5,6,5,0,1,0,0,0,0,12,9
26,9,4,1,10,2,0,1,0,0,-1,0,0,0,0,5,6,5,0,10,0,0,0,0,13,12
27,9,0,4,2,3,0,9,0,0,-1,0,0,0,0,5,6,5,0,0,0,0,0,0,12,9
28,9,1,4,2,13,0,0,0,0,-1,0,0,0,0,5,6,5,0,1,0,0,0,0,12,12
29,9,2,2,2,6,0,11,0,0,-1,0,0,0,0,9,6,5,0,8,0,0,0,0,13,12
30,9,0,0,4,1,0,1,0,0,-1,0,0,0,0,5,6,5,0,0,0,0,0,0,12,9
31,9,2,4,2,3,0,8,0,0,-1,0,0,0,0,5,6,5,0,1,0,0,0,0,12,9
32,9,1,1,0,1,0,0,0,0,-1,0,0,0,0,5,6,5,0,2,0,0,0,0,12,9
33,9,1,3,2,2,0,4,0,0,-1,0,0,0,0,5,6,5,0,1,0,0,0,0,13,9
34,9,0,1,2,4,0,1,0,0,-1,0,0,0,0,5,6,5,0,0,0,0,0,0,12,9
35,6,3,7,14,9,2,14,0,2,-1,2,3,1,0,6,5,7,1,12,1,6,1,0,1,15
36,9,0,0,0,1,0,1,0,0,-1,0,0,0,0,5,6,5,0,0,0,0,0,0,12,9
37,9,2,2,12,3,0,2,0,0,-1,0,0,0,0,5,6,5,0,13,0,0,0,0,13,12
38,9,0,3,1,1,0,0,0,0,-1,0,0,0,0,5,6,5,0,0,0,0,0,0,12,9
39,9,0,3,0,2,0,0,0,0,-1,0,0,0,0,5,6,5,0,0,0,0,0,0,10,9
40,9,1,4,2,0,0,3,0,0,-1,0,0,0,0,5,6,5,0,1,0,0,0,0,13,12
41,9,1,4,0,0,0,17,0,0,-1,0,0,0,0,5,6,5,0,2,0,0,0,0,12,12
42,9,2,3,0,1,0,0,0,0,-1,0,0,0,0,5,6,5,0,1,0,0,0,0,12,12
43,9,0,4,0,1,0,0,0,0,-1,0,0,0,0,5,6,5,0,0,0,0,0,0,7,7
44,9,0,0,11,4,0,0,0,0,-1,0,0,0,0,5,6,5,0,0,0,0,0,0,12,9
45,9,0,0,0,1,0,1,0,0,-1,0,0,0,0,5,6,5,0,0,0,0,0,0,13,9
46,9,0,3,0,1,0,1,0,0,-1,0,0,0,0,5,6,5,0,0,0,0,0,0,7,7
47,9,0,0,2,1,0,1,0,0,-1,0,0,0,0,5,6,5,0,0,0,0,0,0,12,9
48,9,0,0,0,0,0,0,0,0,-1,0,0,0,0,5,6,5,0,0,0,0,0,0,12,9
49,9,0,3,0,1,0,0,0,0,-1,0,0,0,0,5,6,5,0,0,0,0,0,0,12,9
50,9,0,0,0,1,0,8,0,0,-1,0,0,0,0,5,6,5,0,0,0,0,0,0,10,9
51,9,0,0,0,0,0,0,0,0,-1,0,0,0,0,5,6,5,0,0,0,0,0,0,10,7
52,9,0,2,6,0,0,0,0,0,-1,0,0,0,0,5,6,5,0,6,0,0,0,0,12,9
53,9,0,0,0,1,0,0,0,0,-1,0,0,0,0,5,6,5,0,0,0,0,0,0,10,9
54,9,0,0,0,2,0,0,0,0,-1,0,0,0,0,5,6,5,0,0,0,0,0,0,12,9
55,9,0,0,6,14,0,11,0,0,-1,0,0,0,0,5,6,5,0,0,0,0,0,0,12,9
56,9,0,0,0,2,0,0,0,0,-1,0,0,0,0,5,6,5,0,0,0,0,0,0,10,9
57,9,0,3,0,0,0,2,0,0,-1,0,0,0,0,5,6,5,0,0,0,0,0,0,12,9
58,9,0,4,0,0,0,1,0,0,-1,0,0,0,0,5,6,5,0,0,0,0,0,0,10,9
59,9,0,0,0,7,0,0,0,0,-1,0,0,0,0,5,6,5,0,0,0,0,0,0,10,7
60,9,0,0,0,0,0,0,0,0,-1,0,0,0,0,5,6,5,0,0,0,0,0,0,10,7
61,9,0,0,0,1,0,1,0,0,-1,0,0,0,0,5,6,5,0,0,0,0,0,0,10,9
62,9,0,0,0,1,0,1,0,0,-1,0,0,0,0,5,6,5,0,0,0,0,0,0,10,7
63,9,0,4,2,1,0,6,0,0,-1,0,0,0,0,5,6,5,0,1,0,0,0,0,12,9
64,9,0,0,0,0,0,1,0,0,-1,0,0,0,0,5,6,5,0,0,0,0,0,0,10,7
65,9,0,0,1,1,0,1,0,0,-1,0,0,0,0,5,6,5,0,0,0,0,0,0,12,9
66,9,0,0,0,1,0,1,0,0,-1,0,0,0,0,5,6,5,0,0,0,0,0,0,12,9
67,9,0,0,16,5,0,0,0,0,-1,0,0,0,0,5,6,5,0,0,0,0,0,0,12,9
68,9,0,4,2,2,0,0,0,0,-1,0,0,0,0,5,6,5,0,0,0,0,0,0,12,9
69,9,0,0,0,2,0,1,0,0,-1,0,0,0,0,5,6,5,0,0,0,0,0,0,10,7
70,9,0,0,0,2,0,0,0,0,-1,0,0,0,0,5,6,5,0,0,0,0,0,0,7,7
71,9,0,0,0,1,0,1,0,0,-1,0,0,0,0,5,6,5,0,0,0,0,0,0,10,9
72,9,0,0,0,1,0,0,0,0,-1,0,0,0,0,5,6,5,0,0,0,0,0,0,10,7
73,9,0,3,9,2,0,0,0,0,-1,0,0,0,0,5,6,5,0,0,0,0,0,0,12,9
