id,ground_truth,CNM,Combo,Leiden,Louvain,Paris,RB-C,RB-ER,Significance,Eigenvector,RSC-K,RSC-SSE,RSC-V,Spectral,Deepwalk,Fairwalk,Node2Vec,Infomap,Spinglass,Walktrap,Fluid,Label Propagation,EM,SBM,SBM - Nested
0,0,2,13,21,14,0,17,8,9,1,8,9,7,0,6,4,2,8,6,8,1,8,0,10,10
1,1,1,12,22,8,0,9,9,8,1,9,7,8,0,5,4,5,9,14,9,3,0,0,9,11
2,2,1,11,3,16,0,14,7,7,1,7,6,0,0,2,3,2,7,12,7,1,7,0,8,9
3,3,5,9,20,17,3,20,5,4,1,5,4,6,0,4,3,4,6,9,4,3,5,0,5,6
4,4,4,8,8,8,0,19,4,5,1,6,8,4,0,6,4,3,4,3,5,1,4,0,4,5
5,5,2,10,19,13,1,21,6,6,1,4,5,5,0,2,9,9,5,13,6,3,6,0,6,7
6,6,2,6,16,12,2,11,2,1,3,2,2,2,1,9,7,8,1,9,2,1,2,0,2,2
7,7,2,7,12,10,1,15,3,2,6,1,3,3,0,8,6,6,3,11,1,7,3,0,3,16
8,8,2,5,10,6,1,16,1,3,1,3,1,1,0,9,8,6,2,10,3,3,1,0,1,1
9,9,1,1,1,1,0,7,0,0,2,0,0,0,0,7,5,7,0,4,0,5,0,0,13,12
10,9,1,3,6,2,0,1,0,0,0,0,0,0,0,7,5,7,0,1,0,0,0,0,14,12
11,9,4,3,12,10,0,15,0,0,5,0,0,0,0,7,5,7,0,11,0,0,0,0,14,12
12,9,1,2,3,16,0,14,0,0,4,0,0,0,0,7,5,7,0,12,0,0,0,0,13,12
13,9,1,1,2,5,0,2,0,0,7,0,0,0,0,7,5,7,0,1,0,0,0,0,13,12
14,9,1,2,1,14,0,5,0,0,2,0,0,0,0,7,5,7,0,6,0,0,0,0,14,12
15,9,0,4,1,1,0,2,0,0,0,0,0,0,0,7,5,7,0,0,0,0,0,0,14,12
16,1,1,12,22,8,0,9,9,8,1,9,7,8,0,1,1,5,9,14,9,3,0,0,9,11
17,9,1,2,15,17,0,13,0,0,2,0,0,0,0,7,5,7,0,7,0,0,0,0,13,12
