id,ground_truth,CNM,Combo,Leiden,Louvain,Paris,RB-C,RB-ER,Significance,Eigenvector,RSC-K,RSC-SSE,RSC-V,Spectral,Deepwalk,Fairwalk,Node2Vec,Infomap,Spinglass,Walktrap,Fluid,Label Propagation,EM,SBM,SBM - Nested
0,0,2,9,7,6,0,5,0,9,4,9,8,0,0,4,2,3,8,8,8,4,0,0,9,10
1,1,2,13,21,18,5,9,0,7,0,7,9,7,0,4,2,1,7,11,9,1,0,0,8,8
2,2,2,9,18,19,0,21,0,0,4,8,6,0,0,4,9,4,9,8,6,1,0,0,10,11
3,3,2,10,15,10,0,14,3,4,4,6,7,5,0,5,8,5,4,13,4,9,4,0,4,4
4,4,4,12,19,3,4,8,5,5,0,5,5,6,0,9,1,2,6,11,5,7,6,0,6,6
5,5,8,11,20,17,3,19,4,6,0,4,1,4,1,5,3,5,5,15,7,1,5,0,5,5
6,6,3,7,12,16,2,6,0,1,0,1,3,3,0,8,7,8,3,5,1,1,0,0,3,3
7,7,3,6,16,8,0,16,0,2,0,2,2,1,0,4,5,3,1,14,3,9,0,0,1,1
8,8,5,8,9,9,1,17,1,3,0,3,4,2,0,7,6,7,2,7,2,4,1,0,2,2
9,9,2,4,3,3,0,7,0,0,0,0,0,0,0,6,4,6,0,2,0,0,0,0,14,14
10,9,1,1,3,2,0,2,0,0,0,0,0,0,0,6,4,6,0,1,0,0,0,0,12,13
11,9,1,3,2,5,0,15,0,0,0,0,0,0,0,6,4,6,0,10,0,0,0,0,12,13
12,9,1,2,4,9,0,9,0,0,0,0,0,0,0,6,4,6,0,7,0,0,0,0,14,14
13,9,2,2,13,8,0,3,0,0,0,0,0,0,0,6,4,6,0,13,0,0,0,0,14,14
14,9,2,2,0,6,0,5,0,0,0,0,0,0,0,6,4,6,0,8,0,6,0,0,12,14
15,9,3,5,5,5,0,4,0,0,0,0,0,0,0,6,4,6,0,5,0,0,0,0,12,13
16,9,1,2,17,7,0,2,0,0,0,0,0,0,0,6,4,6,0,6,0,0,0,0,12,14
17,9,1,1,1,1,0,1,0,0,4,0,0,0,0,6,4,6,0,1,0,0,0,0,12,14
18,9,1,3,1,1,0,3,0,0,3,0,0,0,0,6,4,6,0,1,0,0,0,0,12,13
19,9,1,9,7,6,0,5,0,0,0,0,0,0,0,6,4,6,0,8,0,0,0,0,14,14
20,9,4,4,19,3,0,8,0,0,0,0,0,0,0,6,4,6,0,11,0,0,0,0,12,13
21,9,4,4,1,0,0,13,0,0,3,0,0,0,0,6,4,6,0,3,0,0,0,0,12,13
22,9,3,4,9,10,0,6,0,0,0,0,0,0,0,6,4,6,0,5,0,0,0,0,14,14
