id,ground_truth
0,12
1,3
2,3
3,13
4,1
5,9
6,9
7,7
8,7
9,6
10,11
11,3
12,4
13,3
14,5
15,0
16,9
17,1
18,6
19,4
20,3
21,5
22,4
23,3
24,9
25,1
26,3
27,6
28,9
29,1
30,5
31,8
32,0
33,12
34,4
35,5
36,9
37,11
38,1
39,9
40,0
41,10
42,0
43,6
44,1
45,4
46,8
47,10
48,0
49,8
50,2
51,9
52,10
53,0
54,2
55,14
56,0
57,3
58,2
59,7
60,11
61,7
62,2
63,8
64,0
65,7
66,7
67,13
68,12
69,8
70,2
71,13
72,14
73,12
74,8
75,8
76,14
77,6
78,7
79,7
80,6
81,10
82,7
83,0
84,0
85,1
86,10
87,14
88,7
89,0
90,5
91,3
92,1
93,2
94,0
95,13
96,9
97,13
98,4
99,0
100,8
101,0
102,12
103,3
104,12
105,8
106,12
107,2
108,13
109,3
110,0
111,1
112,6
113,2
114,2
115,0
116,2
117,5
118,1
119,4
120,4
121,4
122,9
123,0
124,4
125,14
126,14
127,0
128,5
129,4
130,7
131,0
132,6
133,4
134,0
135,13
136,12
137,5
138,0
139,9
140,3
141,14
142,1
143,3
144,14
145,11
146,3
147,3
148,3
149,0
150,12
151,3
152,8
153,0
154,5
155,6
156,11
157,14
158,5
159,1
160,0
161,0
162,9
163,5
164,1
165,10
166,12
167,3
168,2
169,0
170,14
171,12
172,2
173,0
174,2
175,2
176,4
177,1
178,4
179,5
180,4
181,0
182,1
183,1
184,14
185,5
186,0
187,2
188,0
189,6
190,11
191,7
192,1
193,1
194,2
195,0
196,0
197,7
198,1
199,1
200,0
201,11
202,1
203,0
204,4
205,11
206,1
207,2
208,14
209,7
210,1
211,1
212,6
213,2
214,1
215,12
216,6
217,3
218,6
219,2
220,6
221,4
222,8
223,1
224,0
225,13
226,13
227,2
228,0
229,2
230,6
231,0
232,2
233,11
234,7
235,2
236,1
237,11
238,6
239,2
240,0
241,0
242,0
243,1
244,5
245,3
246,5
247,2
248,2
249,10
250,5
251,13
252,7
253,5
254,5
255,5
256,1
257,0
258,1
259,1
260,14
261,3
262,1
263,0
264,1
265,3
266,0
267,0
268,9
269,14
270,4
271,12
272,4
273,0
274,0
275,1
276,13
277,8
278,0
279,14
280,2
281,12
282,14
283,0
284,0
285,4
286,13
287,9
288,10
289,10
290,5
291,12
292,0
293,3
294,7
295,7
296,3
297,10
298,2
299,5
300,2
301,11
302,0
303,8
304,0
305,4
306,0
307,13
308,0
309,10
310,0
311,3
312,2
313,11
314,10
315,11
316,3
317,2
318,0
319,0
320,12
321,3
322,10
323,8
324,4
325,1
326,2
327,8
328,13
329,0
330,6
331,6
332,0
333,7
334,5
335,0
336,1
337,1
338,10
339,7
340,10
341,1
342,12
343,2
344,8
345,1
346,1
347,0
348,12
349,9
350,9
351,11
352,0
353,9
354,0
355,0
356,0
357,1
358,2
359,1
360,1
361,0
362,1
363,11
364,10
365,1
366,13
367,6
368,0
369,6
370,2
371,13
372,1
373,12
374,13
375,11
376,5
377,2
378,4
379,4
380,1
381,10
382,13
383,1
384,2
385,0
386,0
387,10
388,7
389,6
390,9
391,10
392,0
393,8
394,0
395,0
396,8
397,5
398,5
399,6
400,14
401,0
402,0
403,4
404,4
405,5
406,3
407,1
408,0
409,11
410,4
411,9
412,5
413,0
414,5
415,3
416,0
417,6
418,1
419,14
420,14
421,13
422,0
423,0
424,4
425,4
426,4
427,0
428,2
429,7
430,3
431,1
432,8
433,10
434,8
435,1
436,0
437,5
438,4
439,14
440,10
441,12
442,10
443,1
444,0
445,8
446,0
447,11
448,2
449,1
450,2
451,11
452,2
453,8
454,2
455,0
456,5
457,7
458,1
459,8
460,0
461,12
462,1
463,2
464,11
465,0
466,3
467,6
468,2
469,12
470,11
471,10
472,0
473,1
474,11
475,10
476,9
477,8
478,0
479,0
480,4
481,6
482,9
483,6
484,2
485,13
486,3
487,8
488,9
489,9
490,3
491,1
492,13
493,0
494,2
495,1
496,2
497,7
498,9
499,7
