id,ground_truth
0,15
1,0
2,7
3,5
4,9
5,12
6,2
7,9
8,2
9,1
10,8
11,0
12,7
13,11
14,13
15,3
16,2
17,3
18,6
19,5
20,0
21,4
22,0
23,10
24,0
25,4
26,14
27,8
28,11
29,13
30,13
31,5
32,14
33,12
34,2
35,12
36,13
37,13
38,1
39,4
40,14
41,1
42,15
43,4
44,9
45,13
46,0
47,9
48,1
49,4
50,8
51,15
52,11
53,0
54,1
55,7
56,12
57,14
58,1
59,5
60,5
61,8
62,15
63,8
64,12
65,11
66,7
67,1
68,1
69,6
70,0
71,15
72,1
73,15
74,0
75,6
76,7
77,1
78,6
79,7
80,3
81,9
82,4
83,12
84,2
85,2
86,10
87,1
88,0
89,0
90,3
91,2
92,2
93,5
94,4
95,0
96,1
97,2
98,5
99,2
100,11
101,1
102,10
103,3
104,10
105,5
106,3
107,6
108,6
109,6
110,0
111,6
112,11
113,5
114,5
115,13
116,7
117,10
118,7
119,10
120,15
121,4
122,13
123,15
124,6
125,7
126,12
127,1
128,0
129,0
130,3
131,2
132,4
133,1
134,6
135,3
136,0
137,3
138,7
139,5
140,3
141,2
142,11
143,3
144,13
145,2
146,3
147,4
148,8
149,10
150,8
151,0
152,0
153,14
154,11
155,5
156,0
157,13
158,15
159,1
160,4
161,0
162,2
163,0
164,12
165,2
166,13
167,11
168,3
169,0
170,8
171,1
172,6
173,4
174,14
175,15
176,8
177,12
178,14
179,8
180,14
181,14
182,0
183,0
184,5
185,0
186,7
187,9
188,0
189,14
190,14
191,15
192,7
193,0
194,0
195,7
196,9
197,7
198,9
199,6
200,5
201,4
202,2
203,13
204,1
205,8
206,1
207,3
208,8
209,9
210,9
211,3
212,0
213,7
214,1
215,4
216,9
217,3
218,9
219,5
220,7
221,3
222,8
223,5
224,3
225,6
226,0
227,8
228,1
229,11
230,3
231,11
232,15
233,6
234,1
235,1
236,1
237,10
238,2
239,13
240,12
241,5
242,0
243,3
244,10
245,1
246,2
247,10
248,0
249,2
250,1
251,4
252,1
253,5
254,11
255,0
256,0
257,4
258,0
259,5
260,4
261,14
262,12
263,14
264,4
265,6
266,3
267,14
268,10
269,15
270,2
271,4
272,2
273,10
274,13
275,2
276,0
277,1
278,5
279,14
280,8
281,3
282,0
283,2
284,4
285,5
286,5
287,4
288,1
289,4
290,8
291,12
292,15
293,2
294,8
295,9
296,9
297,0
298,3
299,1
300,0
301,10
302,0
303,0
304,13
305,1
306,4
307,5
308,12
309,6
310,4
311,7
312,8
313,1
314,5
315,11
316,0
317,1
318,0
319,0
320,15
321,12
322,12
323,12
324,7
325,1
326,8
327,1
328,8
329,1
330,1
331,0
332,0
333,2
334,1
335,1
336,3
337,0
338,5
339,9
340,2
341,0
342,11
343,1
344,6
345,12
346,7
347,3
348,15
349,5
350,3
351,2
352,2
353,0
354,4
355,1
356,6
357,1
358,4
359,1
360,2
361,11
362,10
363,3
364,14
365,3
366,8
367,3
368,6
369,0
370,10
371,15
372,2
373,1
374,7
375,14
376,4
377,11
378,1
379,1
380,2
381,2
382,6
383,5
384,0
385,6
386,6
387,0
388,0
389,12
390,0
391,13
392,10
393,4
394,3
395,2
396,4
397,5
398,10
399,7
400,14
401,0
402,11
403,6
404,4
405,0
406,13
407,8
408,10
409,0
410,0
411,13
412,11
413,2
414,3
415,14
416,0
417,0
418,0
419,13
420,4
421,9
422,0
423,0
424,6
425,0
426,9
427,4
428,14
429,0
430,0
431,0
432,9
433,7
434,10
435,0
436,15
437,1
438,1
439,1
440,7
441,11
442,4
443,10
444,3
445,5
446,1
447,15
448,0
449,0
450,15
451,9
452,0
453,3
454,1
455,11
456,8
457,1
458,4
459,1
460,8
461,1
462,9
463,12
464,2
465,6
466,12
467,6
468,3
469,2
470,4
471,5
472,1
473,2
474,5
475,9
476,2
477,9
478,12
479,6
480,6
481,2
482,0
483,5
484,9
485,3
486,3
487,10
488,3
489,3
490,2
491,9
492,7
493,6
494,13
495,5
496,11
497,10
498,6
499,2
