id,ground_truth
0,4
1,11
2,7
3,7
4,8
5,4
6,8
7,1
8,11
9,11
10,4
11,3
12,6
13,4
14,5
15,3
16,9
17,4
18,11
19,11
20,10
21,5
22,0
23,9
24,6
25,3
26,11
27,5
28,2
29,0
30,6
31,6
32,8
33,10
34,10
35,3
36,7
37,10
38,2
39,0
40,5
41,9
42,0
43,2
44,0
45,8
46,8
47,3
48,10
49,4
50,6
51,7
52,7
53,8
54,9
55,0
56,10
57,9
58,6
59,9
60,9
61,0
62,7
63,3
64,0
65,7
66,1
67,8
68,0
69,1
70,0
71,5
72,3
73,0
74,3
75,1
76,4
77,1
78,5
79,8
80,4
81,3
82,5
83,3
84,5
85,1
86,1
87,4
88,4
89,3
90,3
91,0
92,2
93,5
94,7
95,2
96,5
97,3
98,10
99,8
100,11
101,3
102,10
103,5
104,5
105,8
106,0
107,4
108,0
109,3
110,2
111,2
112,6
113,4
114,4
115,1
116,0
117,0
118,3
119,2
120,3
121,5
122,1
123,2
124,0
125,5
126,1
127,3
128,11
129,7
130,3
131,3
132,10
133,0
134,0
135,5
136,4
137,3
138,4
139,11
140,0
141,5
142,4
143,10
144,6
145,7
146,9
147,1
148,0
149,11
150,10
151,2
152,5
153,0
154,9
155,2
156,7
157,0
158,2
159,9
160,5
161,0
162,11
163,2
164,2
165,2
166,7
167,8
168,8
169,2
170,0
171,6
172,1
173,4
174,0
175,7
176,1
177,0
178,2
179,4
180,2
181,3
182,4
183,2
184,0
185,6
186,5
187,2
188,0
189,1
190,0
191,6
192,2
193,0
194,3
195,1
196,8
197,6
198,3
199,0
200,1
201,3
202,4
203,1
204,1
205,10
206,5
207,1
208,6
209,5
210,3
211,10
212,1
213,0
214,5
215,8
216,4
217,1
218,0
219,5
220,0
221,2
222,0
223,0
224,3
225,6
226,1
227,7
228,4
229,0
230,2
231,5
232,0
233,9
234,2
235,7
236,3
237,3
238,10
239,1
240,4
241,8
242,6
243,6
244,6
245,4
246,4
247,0
248,6
249,6
250,5
251,6
252,5
253,4
254,4
255,6
256,4
257,2
258,0
259,0
260,2
261,6
262,4
263,10
264,1
265,11
266,9
267,0
268,6
269,3
270,6
271,0
272,0
273,10
274,0
275,1
276,0
277,1
278,1
279,1
280,9
281,0
282,6
283,3
284,11
285,2
286,1
287,8
288,0
289,1
290,3
291,10
292,9
293,1
294,3
295,1
296,10
297,2
298,11
299,10
300,10
301,4
302,1
303,4
304,8
305,10
306,6
307,2
308,8
309,0
310,0
311,8
312,4
313,1
314,2
315,4
316,1
317,0
318,5
319,9
320,1
321,2
322,8
323,3
324,1
325,8
326,9
327,2
328,2
329,2
330,2
331,7
332,2
333,8
334,1
335,2
336,5
337,7
338,2
339,1
340,5
341,3
342,3
343,0
344,8
345,3
346,2
347,2
348,2
349,2
350,0
351,7
352,5
353,5
354,4
355,5
356,2
357,11
358,4
359,1
360,3
361,5
362,4
363,8
364,1
365,9
366,5
367,2
368,2
369,5
370,4
371,2
372,1
373,1
374,2
375,8
376,3
377,11
378,4
379,1
380,7
381,0
382,6
383,0
384,3
385,3
386,3
387,4
388,5
389,11
390,0
391,11
392,3
393,1
394,0
395,1
396,7
397,5
398,5
399,2
400,4
401,9
402,11
403,0
404,0
405,1
406,1
407,1
408,2
409,0
410,2
411,0
412,1
413,1
414,2
415,6
416,2
417,2
418,1
419,0
420,7
421,6
422,8
423,10
424,0
425,1
426,9
427,1
428,9
429,2
430,7
431,1
432,0
433,7
434,0
435,0
436,2
437,4
438,1
439,0
440,4
441,3
442,2
443,7
444,0
445,9
446,0
447,3
448,3
449,0
450,0
451,2
452,3
453,3
454,2
455,0
456,2
457,6
458,3
459,2
460,0
461,1
462,1
463,1
464,7
465,3
466,5
467,0
468,5
469,0
470,1
471,10
472,7
473,9
474,9
475,4
476,7
477,3
478,4
479,1
480,3
481,2
482,2
483,0
484,2
485,5
486,4
487,7
488,0
489,1
490,0
491,1
492,1
493,5
494,5
495,6
496,0
497,9
498,11
499,3
