id,ground_truth,CNM,Combo,Leiden,Louvain,Paris,RB-C,RB-ER,Significance,Eigenvector,RSC-K,RSC-SSE,RSC-V,Spectral,Deepwalk,Fairwalk,Node2Vec,Infomap,Spinglass,Walktrap,Fluid,Label Propagation,EM,SBM,SBM - Nested
0,0,0,1,1,1,0,1,0,0,-1,2,1,0,0,6,5,6,0,1,0,2,1,0,35,17
1,1,1,0,0,0,2,0,0,1,-1,0,0,0,0,3,3,3,1,0,1,0,0,0,37,16
2,2,2,2,2,2,1,2,0,0,-1,1,2,0,0,5,7,5,2,2,2,1,2,0,38,15
3,3,3,4,4,4,4,4,0,4,-1,5,5,2,0,8,6,8,4,4,4,8,4,0,29,21
4,4,4,3,3,3,3,3,1,2,-1,4,3,1,0,7,8,7,3,3,3,3,3,0,26,19
5,5,3,5,5,5,5,5,2,3,-1,3,4,3,0,0,6,0,5,5,5,0,5,0,28,20
6,6,0,7,7,7,2,7,5,7,-1,8,7,5,1,0,6,0,7,6,7,0,7,0,17,12
7,7,5,6,6,6,1,6,7,6,-1,7,8,6,0,7,8,7,8,8,8,4,8,0,20,14
8,2,2,2,2,2,1,2,0,0,-1,1,2,0,0,5,7,5,2,2,2,1,2,0,41,15
9,1,1,0,0,0,2,0,0,1,-1,0,0,0,0,3,3,3,1,0,1,0,0,0,37,16
10,3,3,4,4,4,4,4,0,4,-1,5,5,2,0,8,6,8,4,4,4,8,4,0,29,21
11,0,0,1,1,1,0,1,0,0,-1,2,1,0,0,6,5,6,0,1,0,2,1,0,39,17
12,2,2,2,2,2,1,2,0,0,-1,1,2,0,0,5,7,5,2,2,2,1,2,0,38,15
13,2,2,2,2,2,1,2,0,0,-1,1,2,0,0,5,7,5,2,2,2,1,2,0,31,15
14,0,0,1,1,1,0,1,0,0,-1,2,1,0,0,6,5,6,0,1,0,2,1,0,35,17
15,2,2,2,2,2,1,2,0,0,-1,1,2,0,0,5,7,5,2,2,2,1,2,0,38,15
16,1,1,0,0,0,2,0,0,1,-1,0,0,0,0,3,3,3,1,0,1,0,0,0,37,16
17,3,3,4,4,4,4,4,0,4,-1,5,5,2,0,8,6,8,4,4,4,8,4,0,29,21
18,0,0,1,1,1,0,1,0,0,-1,2,1,0,0,6,5,6,0,1,0,2,1,0,39,17
