id,ground_truth,CNM,Combo,Leiden,Louvain,Paris,RB-C,RB-ER,Significance,Eigenvector,RSC-K,RSC-SSE,RSC-V,Spectral,Deepwalk,Fairwalk,Node2Vec,Infomap,Spinglass,Walktrap,Fluid,Label Propagation,EM,SBM,SBM - Nested
0,0,0,2,1,1,2,1,0,2,-1,2,2,0,0,4,5,2,0,2,2,1,0,0,16,18
1,1,2,1,2,2,0,2,0,0,-1,1,1,0,0,3,7,5,2,1,0,0,0,0,15,19
2,2,1,0,0,0,1,0,0,1,-1,0,0,0,0,5,3,3,1,0,1,2,0,0,17,20
3,3,0,4,4,4,4,4,3,3,-1,3,4,3,0,7,6,7,5,5,5,3,3,0,5,5
4,4,0,3,3,3,5,3,1,4,-1,4,5,1,0,6,6,6,3,3,3,3,1,0,3,17
5,5,1,5,5,5,3,5,2,5,-1,5,3,2,0,8,8,8,4,4,4,4,2,0,4,3
6,6,3,4,4,4,4,4,4,6,-1,6,6,4,0,7,6,7,6,6,6,3,4,0,10,11
7,7,4,6,6,6,2,6,5,8,-1,8,7,5,1,8,6,0,7,7,7,5,5,0,11,12
8,1,2,1,2,2,0,2,0,0,-1,1,1,0,0,3,7,5,2,1,0,0,0,0,15,19
9,1,2,1,2,2,0,2,0,0,-1,1,1,0,0,3,7,5,2,1,0,0,0,0,15,19
10,0,0,2,1,1,2,1,0,2,-1,2,2,0,0,4,5,2,0,2,2,1,0,0,16,18
11,1,2,1,2,2,0,2,0,0,-1,1,1,0,0,3,7,5,2,1,0,0,0,0,15,19
12,0,0,2,1,1,2,1,0,2,-1,2,2,0,0,4,5,2,0,2,2,1,0,0,16,18
13,1,0,1,2,2,0,2,0,0,-1,1,1,0,0,3,7,5,2,1,0,0,0,0,15,19
14,2,1,0,0,0,1,0,0,1,-1,0,0,0,0,5,3,3,1,0,1,2,0,0,17,14
15,0,0,2,1,1,2,1,0,2,-1,2,2,0,0,4,5,2,0,2,2,1,0,0,16,18
16,4,0,3,3,3,5,3,1,4,-1,4,5,1,0,6,6,6,3,3,3,3,1,0,3,17
17,2,1,0,0,0,1,0,0,1,-1,0,0,0,0,5,3,3,1,0,1,2,0,0,17,20
18,2,1,0,0,0,1,0,0,1,-1,0,0,0,0,5,3,3,1,0,1,2,0,0,17,20
19,1,2,1,2,2,0,2,0,0,-1,1,1,0,0,3,7,5,2,1,0,0,0,0,15,19
20,0,0,2,1,1,2,1,0,2,-1,2,2,0,0,4,5,2,0,2,2,1,0,0,16,18
21,1,2,1,2,2,0,2,0,0,-1,1,1,0,0,3,7,5,2,1,0,0,0,0,9,16
22,0,0,2,1,1,2,1,0,2,-1,2,2,0,0,4,5,2,0,2,2,1,0,0,14,15
23,0,0,2,1,1,2,1,0,2,-1,2,2,0,0,4,5,2,0,2,2,1,0,0,16,18
24,5,1,5,5,5,3,5,2,5,-1,5,3,2,0,8,8,8,4,4,4,4,2,0,4,3
25,0,0,2,1,1,2,1,0,2,-1,2,2,0,0,4,5,2,0,2,2,1,0,0,16,18
26,2,1,0,0,0,1,0,0,1,-1,0,0,0,0,5,3,3,1,0,1,2,0,0,17,14
27,2,1,0,0,0,1,0,0,1,-1,0,0,0,0,5,3,3,1,0,1,2,0,0,17,14
28,1,2,1,2,2,0,2,0,0,-1,1,1,0,0,3,7,5,2,1,0,0,0,0,15,19
29,1,2,1,2,2,0,2,0,0,-1,1,1,0,0,3,7,5,2,1,0,0,0,0,15,19
30,0,0,2,1,1,2,1,0,2,-1,2,2,0,0,4,5,2,0,2,2,1,0,0,16,18
31,2,1,0,0,0,1,0,0,1,-1,0,0,0,0,5,3,3,1,0,1,2,0,0,12,14
32,4,0,3,3,3,5,3,1,4,-1,4,5,1,0,6,6,6,3,3,3,3,1,0,3,17
33,2,0,0,0,0,1,0,0,1,-1,0,0,0,0,5,3,3,1,0,1,2,0,0,17,14
34,1,2,1,2,2,0,2,0,0,-1,1,1,0,0,3,7,5,2,1,0,0,0,0,15,19
35,3,0,4,4,4,4,4,3,3,-1,3,4,3,0,7,6,7,5,5,5,3,3,0,5,5
36,0,0,2,1,1,2,1,0,2,-1,2,2,0,0,4,5,2,0,2,2,1,0,0,16,18
37,1,2,1,2,2,0,2,0,0,-1,1,1,0,0,3,7,5,2,1,0,0,0,0,9,16
38,1,2,1,2,2,0,2,0,0,-1,1,1,0,0,3,7,5,2,1,0,0,0,0,9,16
39,1,2,1,2,2,0,2,0,0,-1,1,1,0,0,3,7,5,2,1,0,0,0,0,9,16
40,2,1,0,0,0,1,0,0,1,-1,0,0,0,0,5,3,3,1,0,1,2,0,0,12,14
41,0,0,2,1,1,2,1,0,2,-1,2,2,0,0,4,5,2,0,2,2,1,0,0,14,15
42,0,0,2,1,1,2,1,0,2,-1,2,2,0,0,4,5,2,0,2,2,1,0,0,16,18
43,2,1,0,0,0,1,0,0,1,-1,0,0,0,0,5,3,3,1,0,1,2,0,0,17,20
44,0,0,2,1,1,2,1,0,2,-1,2,2,0,0,4,5,2,0,2,2,1,0,0,14,15
45,2,1,0,0,0,1,0,0,1,-1,0,0,0,0,5,3,3,1,0,1,2,0,0,12,14
46,2,1,0,0,0,1,0,0,1,-1,0,0,0,0,5,3,3,1,0,1,2,0,0,12,14
47,1,2,1,2,2,0,2,0,0,-1,1,1,0,0,3,7,5,2,1,0,0,0,0,9,16
48,1,2,1,2,2,0,2,0,0,-1,1,1,0,0,3,7,5,2,1,0,0,0,0,9,16
49,0,0,2,1,1,2,1,0,2,-1,2,2,0,0,4,5,2,0,2,2,1,0,0,16,18
50,2,1,0,0,0,1,0,0,1,-1,0,0,0,0,5,3,3,1,0,1,2,0,0,12,14
51,0,0,2,1,1,2,1,0,2,-1,2,2,0,0,4,5,2,0,2,2,1,0,0,16,18
52,2,1,0,0,0,1,0,0,1,-1,0,0,0,0,5,3,3,1,0,1,2,0,0,12,14
53,2,1,0,0,0,1,0,0,1,-1,0,0,0,0,5,3,3,1,0,1,2,0,0,12,14
54,4,0,3,3,3,5,3,1,4,-1,4,5,1,0,6,6,6,3,3,3,3,1,0,3,17
55,3,0,4,4,4,4,4,3,3,-1,3,4,3,0,7,6,7,5,5,5,3,3,0,5,5
56,0,0,2,1,1,2,1,0,2,-1,2,2,0,0,4,5,2,0,2,2,1,0,0,14,15
57,0,0,2,1,1,2,1,0,2,-1,2,2,0,0,4,5,2,0,2,2,1,0,0,14,15
58,1,2,1,2,2,0,2,0,0,-1,1,1,0,0,3,7,5,2,1,0,0,0,0,9,16
59,1,2,1,2,2,0,2,0,0,-1,1,1,0,0,3,7,5,2,1,0,0,0,0,15,19
60,8,5,7,7,7,0,7,6,7,-1,7,8,0,0,0,0,0,8,8,8,5,6,0,13,13
61,1,2,1,2,2,0,2,0,0,-1,1,1,0,0,3,7,5,2,1,0,0,0,0,15,19
62,1,2,1,2,2,0,2,0,0,-1,1,1,0,0,3,7,5,2,1,0,0,0,0,9,16
63,1,2,1,2,2,0,2,0,0,-1,1,1,0,0,3,7,5,2,1,0,0,0,0,15,16
