id,ground_truth,CNM,Combo,Leiden,Louvain,Paris,RB-C,RB-ER,Significance,Eigenvector,RSC-K,RSC-SSE,RSC-V,Spectral,Deepwalk,Fairwalk,Node2Vec,Infomap,Spinglass,Walktrap,Fluid,Label Propagation,EM,SBM,SBM - Nested
0,12,2,0,4,6,7,6,0,97,0,7,3,4,0,8,12,6,0,0,3,9,0,1,1,1
1,3,3,0,6,5,6,7,19,58,0,14,6,10,0,2,9,8,0,5,9,11,0,0,0,0
2,3,2,0,0,5,6,7,0,36,0,14,0,12,1,0,0,8,0,5,3,2,0,1,1,1
3,13,2,3,4,3,16,0,16,59,2,8,0,13,1,7,10,4,0,7,0,6,0,0,0,0
4,1,1,2,0,0,4,2,6,60,2,0,7,1,0,3,3,12,0,7,2,7,0,0,0,0
5,9,3,1,1,2,16,1,0,108,0,5,9,4,1,14,4,5,0,3,0,3,0,1,0,0
6,9,1,4,1,0,16,1,0,33,0,11,9,0,1,10,6,7,0,4,2,10,0,1,1,1
7,7,0,4,5,0,0,1,18,4,2,6,2,11,0,3,14,3,0,1,1,14,0,0,0,0
8,7,2,3,3,7,10,1,2,11,0,2,3,12,0,8,3,11,0,8,3,1,0,0,0,0
9,6,3,5,3,6,3,5,0,0,2,12,7,7,2,11,7,9,0,6,6,0,0,1,2,2
10,11,2,3,1,1,10,0,2,19,1,7,10,9,1,1,6,1,0,3,0,1,0,0,0,0
11,3,1,3,0,5,4,7,4,30,3,14,0,12,1,0,9,4,0,5,3,7,0,1,1,1
12,4,3,4,6,1,0,1,0,2,0,9,11,5,1,10,5,0,0,4,2,13,0,1,1,1
13,3,1,0,0,5,4,7,0,69,1,14,6,2,0,0,9,8,0,5,3,13,0,1,0,1
14,5,3,1,1,0,13,0,0,76,1,2,9,9,0,1,0,10,0,3,5,3,0,0,0,0
15,0,0,1,2,2,2,0,0,3,1,6,7,0,0,2,0,5,0,2,0,3,0,1,1,1
16,9,3,2,0,1,12,2,0,28,0,0,1,1,0,2,2,1,0,5,2,4,0,1,1,1
17,1,0,2,1,0,15,2,0,6,2,13,6,3,0,4,2,3,0,1,1,6,0,1,1,1
18,6,3,5,3,6,17,5,0,0,2,12,11,7,2,11,7,9,0,6,6,0,0,1,2,2
19,4,3,0,6,1,14,3,1,2,0,9,0,5,0,5,12,2,0,0,9,5,0,1,1,0
20,3,1,0,0,5,4,7,4,109,1,14,3,12,1,0,9,6,0,5,3,7,0,0,0,0
21,5,2,3,1,2,0,0,12,61,1,5,9,11,1,1,14,5,0,0,1,3,0,0,0,0
22,4,2,4,6,5,15,0,0,37,0,9,3,13,1,5,0,7,0,4,2,3,0,1,1,1
23,3,1,3,0,5,10,7,0,12,0,14,3,12,1,0,9,6,0,5,3,7,0,1,1,0
24,9,3,4,1,4,1,1,0,137,0,9,8,0,1,10,6,1,0,4,2,4,0,0,0,0
25,1,0,2,1,1,9,6,0,19,2,1,1,11,1,4,2,3,0,1,1,8,0,1,1,1
26,3,1,0,0,5,10,7,0,12,0,14,3,12,0,8,9,8,0,5,3,11,0,1,1,1
27,6,3,5,3,6,1,5,0,0,0,12,11,7,2,11,13,9,0,6,6,0,0,1,2,2
28,9,3,3,5,5,12,0,2,62,0,1,5,11,0,1,12,5,0,3,11,13,0,0,0,0
29,1,0,3,4,0,9,2,0,1,4,0,7,1,1,8,1,13,0,1,1,11,0,1,1,1
30,5,2,1,5,7,1,2,9,111,0,4,12,9,1,2,10,1,0,7,2,2,0,0,0,0
31,8,3,1,2,2,2,1,8,93,0,6,10,0,0,9,1,5,0,2,14,11,0,0,1,0
32,0,0,3,1,4,1,6,7,23,2,0,0,1,0,12,6,13,0,3,10,4,0,0,0,0
33,12,1,0,0,1,2,3,1,30,0,3,4,6,1,1,8,4,0,0,0,5,0,1,1,1
34,4,0,4,6,1,14,3,3,27,0,9,0,6,1,1,13,0,0,4,0,6,0,0,0,0
35,5,0,3,4,1,1,0,1,63,1,8,7,13,0,1,0,4,0,0,4,5,0,0,0,0
36,9,3,4,7,2,4,1,0,8,0,2,4,14,1,3,6,5,0,4,0,8,0,0,0,0
37,11,1,3,5,5,13,0,2,34,0,7,4,12,0,1,12,5,0,3,11,13,0,0,0,0
38,1,0,2,1,0,9,2,0,103,4,13,5,3,1,6,1,2,0,1,1,10,0,1,0,0
39,9,1,1,5,7,10,3,24,56,1,0,0,1,1,8,4,12,0,7,2,14,0,0,0,0
40,0,3,0,2,3,12,0,8,13,0,5,3,6,0,5,13,0,0,1,4,2,0,0,0,0
41,10,2,4,7,0,17,6,16,86,4,11,2,4,1,7,4,13,0,7,7,3,0,0,0,0
42,0,2,5,3,3,10,5,11,31,1,4,10,3,0,0,7,0,0,6,4,6,0,0,0,0
43,6,3,5,3,6,3,5,0,0,2,12,1,7,2,11,7,9,0,6,6,0,0,1,2,2
44,1,0,2,7,0,9,2,0,1,3,13,13,3,0,6,2,13,0,1,1,10,0,1,1,1
45,4,0,4,6,4,17,5,0,21,0,9,2,5,0,10,5,0,0,4,2,6,0,1,1,1
46,8,3,2,1,2,12,3,12,105,0,2,0,11,1,4,2,5,0,0,11,1,0,4,0,0
47,10,2,2,7,7,9,6,0,39,4,11,2,4,0,7,10,13,0,7,7,3,0,1,1,1
48,0,1,2,2,4,8,1,6,49,0,2,3,5,0,0,9,11,0,5,5,13,0,0,0,0
49,8,0,0,7,7,14,1,1,40,1,6,5,8,1,9,1,2,0,0,0,11,0,0,0,0
50,2,0,0,0,5,14,3,17,92,1,4,14,1,1,1,14,6,0,0,9,9,0,0,0,0
51,9,2,2,7,1,11,3,13,113,3,4,3,6,2,2,0,1,0,0,4,13,0,0,0,0
52,10,2,0,0,0,7,6,1,66,0,3,8,8,1,9,0,6,0,0,4,9,0,0,0,0
53,0,1,3,1,4,0,0,0,90,1,8,10,9,1,12,6,4,0,3,0,1,0,0,0,0
54,2,2,2,1,5,6,3,5,67,4,2,10,12,0,8,4,10,0,3,2,14,0,0,0,0
55,14,1,0,0,1,10,2,0,68,3,3,1,2,0,0,9,8,0,5,3,12,0,0,0,0
56,0,0,5,6,1,3,3,18,114,2,9,10,6,0,3,12,0,0,4,9,14,0,0,0,0
57,3,3,5,0,6,1,7,0,69,2,4,12,1,0,2,9,1,0,5,3,4,0,1,1,1
58,2,2,0,0,2,14,6,0,70,1,3,4,10,0,1,8,4,0,0,0,2,0,1,1,1
59,7,1,1,0,1,16,3,7,50,3,0,10,0,1,0,3,4,0,5,12,4,0,0,1,0
60,11,2,5,3,4,13,5,23,3,2,7,3,14,2,1,10,13,0,6,5,1,0,1,2,2
61,7,0,1,2,7,7,4,17,71,1,0,8,8,1,3,3,2,0,3,1,8,0,0,0,0
62,2,2,3,4,1,2,0,0,29,1,8,1,13,0,1,0,4,0,8,5,5,0,0,0,0
63,8,1,3,7,2,4,1,14,8,0,1,0,8,1,4,8,2,0,3,0,3,0,0,1,0
64,0,0,1,5,1,1,0,0,19,1,0,8,11,1,3,6,0,0,3,1,8,0,1,1,1
65,7,2,4,2,2,7,4,22,84,0,1,4,4,1,14,5,7,0,4,0,3,0,0,0,0
66,7,1,4,6,4,4,6,0,22,0,7,4,14,1,0,13,10,0,3,5,8,0,1,1,0
67,13,2,2,1,3,8,2,0,45,1,8,0,9,1,14,10,4,0,7,0,6,0,0,0,0
68,12,1,3,1,0,16,1,0,93,4,0,5,0,1,0,1,5,0,5,1,11,0,0,0,1
69,8,2,3,7,7,4,4,0,115,0,11,6,4,1,8,4,1,0,4,0,8,0,1,1,1
70,2,2,2,6,3,0,2,0,41,2,8,10,3,1,8,10,11,0,1,0,6,0,1,1,1
71,13,2,1,7,4,10,1,8,5,1,4,10,6,1,0,1,1,0,4,10,13,0,0,0,0
