id,ground_truth,CNM,Combo,Leiden,Louvain,Paris,RB-C,RB-ER,Significance,Eigenvector,RSC-K,RSC-SSE,RSC-V,Spectral,Deepwalk,Fairwalk,Node2Vec,Infomap,Spinglass,Walktrap,Fluid,Label Propagation,EM,SBM,SBM - Nested
0,4,3,6,5,4,6,5,4,29,1,4,6,4,1,4,4,4,0,4,3,3,0,0,3,3
1,11,2,7,6,8,1,6,7,22,0,11,0,11,0,11,11,11,0,9,1,7,0,0,2,7
2,7,0,8,7,6,7,7,6,10,0,6,9,6,0,6,6,6,0,7,6,4,0,0,7,6
3,7,0,8,7,6,8,7,6,24,0,6,9,6,0,6,6,6,0,7,6,4,0,2,7,6
4,8,2,7,6,8,9,6,7,7,0,7,8,9,0,10,8,8,0,9,9,9,0,0,10,7
5,4,1,6,5,4,10,5,4,2,1,4,6,4,1,4,4,4,0,4,3,3,0,1,3,3
6,8,0,7,6,8,9,6,7,7,2,7,8,9,0,10,8,8,0,9,9,9,0,0,10,7
7,1,0,1,1,3,0,1,1,26,4,1,1,1,1,1,1,1,0,2,1,0,0,0,5,4
8,11,2,7,6,5,8,6,11,11,0,11,0,11,0,11,11,11,0,6,11,7,0,0,2,1
9,11,2,7,6,5,1,6,11,15,4,11,0,11,0,11,11,11,0,6,1,7,0,0,2,1
10,4,3,6,5,4,3,5,4,2,1,4,6,4,1,4,4,4,0,4,3,3,0,0,3,3
11,3,1,3,3,0,5,3,3,26,3,3,4,3,1,3,3,3,0,3,4,8,0,2,1,1
12,6,0,4,8,7,10,8,8,6,2,8,7,7,1,7,10,9,0,6,8,4,0,3,8,8
13,4,3,6,5,4,8,5,4,2,1,4,6,4,1,4,4,4,0,4,3,3,0,0,3,3
14,5,1,5,4,0,4,4,5,4,3,5,5,5,0,5,5,5,0,5,5,5,0,3,4,2
15,3,1,3,3,0,5,3,3,8,1,3,4,3,1,3,3,3,0,3,4,8,0,0,1,1
16,9,3,9,9,5,6,9,9,5,4,9,0,8,1,9,7,10,0,8,7,7,0,0,9,9
17,4,3,6,5,4,2,5,4,2,1,4,6,4,1,4,4,4,0,4,3,3,0,0,3,3
18,11,1,7,6,1,2,6,11,69,0,11,0,11,0,11,11,11,0,6,11,5,0,6,2,1
19,11,0,7,6,5,8,6,11,11,0,11,0,11,0,11,11,11,0,6,11,5,0,4,2,1
20,10,0,4,10,9,7,10,10,53,0,10,10,10,0,8,9,7,0,10,10,10,0,3,2,10
21,5,1,5,4,0,4,4,5,4,5,5,5,5,1,5,5,5,0,5,5,5,0,0,4,2
22,0,2,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0
23,9,3,9,9,5,6,9,9,5,1,9,11,8,1,9,7,10,0,8,7,7,0,1,9,9
24,6,0,4,8,7,10,8,8,6,1,8,7,7,1,7,10,9,0,6,8,7,0,1,8,8
25,3,1,3,3,0,3,3,3,8,0,3,4,3,1,3,3,3,0,3,4,10,0,1,1,1
26,11,0,3,6,5,8,6,11,11,3,11,0,11,1,11,11,11,0,3,11,9,0,7,2,1
27,5,1,5,4,0,7,4,5,46,4,5,5,5,1,5,5,5,0,5,5,11,0,1,4,2
28,2,0,2,2,2,3,2,2,1,5,2,2,2,1,2,2,2,0,1,2,1,0,2,6,5
29,0,2,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
30,6,3,9,9,5,7,9,9,77,0,9,0,8,0,9,7,10,0,8,7,7,0,3,9,9
31,6,0,4,8,7,10,8,8,6,4,8,7,7,1,7,10,9,0,6,8,4,0,1,8,8
32,8,2,7,6,8,9,6,7,7,0,7,8,9,0,10,8,8,0,9,9,9,0,0,10,7
33,10,0,4,10,9,4,10,10,53,0,10,10,10,0,8,9,7,0,10,10,10,0,5,2,10
34,10,0,4,10,9,0,10,10,9,4,10,10,10,1,8,9,7,0,10,10,11,0,0,2,10
35,3,1,3,3,0,5,3,3,64,3,3,0,3,1,3,3,3,0,3,4,10,0,2,1,1
36,7,0,8,7,6,0,7,6,17,0,6,9,6,1,6,6,6,0,7,6,4,0,1,7,6
37,10,0,2,2,2,6,2,10,18,2,10,10,10,0,8,9,7,0,1,10,11,0,4,2,10
38,2,0,2,2,2,1,2,2,31,2,2,0,2,0,2,2,2,0,1,2,11,0,0,11,5
39,0,2,0,0,1,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0
40,5,1,5,4,0,4,4,5,13,0,5,5,5,0,5,5,5,0,5,5,5,0,0,4,2
41,9,3,9,9,5,6,9,9,5,1,9,11,8,1,9,7,10,0,8,7,7,0,0,9,9
42,0,2,0,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,1,0,0
43,2,1,2,2,2,10,2,2,1,5,2,2,2,0,2,2,2,0,1,2,1,0,2,6,5
44,0,2,0,0,1,2,0,0,14,0,0,3,0,0,0,0,0,0,0,0,6,0,1,0,0
45,8,0,7,6,8,9,6,7,7,0,7,8,9,0,10,8,8,0,9,9,9,0,0,10,7
46,8,1,7,6,8,4,6,7,7,0,7,8,9,0,10,8,8,0,9,9,9,0,0,10,7
47,3,1,5,4,0,0,4,5,13,5,3,0,5,1,5,5,5,0,5,5,5,0,1,4,2
48,10,0,4,10,9,3,10,10,9,0,10,10,10,0,8,9,7,0,10,10,9,0,0,2,10
49,4,3,6,5,4,3,5,4,2,1,4,6,4,1,4,4,4,0,4,3,3,0,0,3,3
50,6,0,4,8,7,3,8,8,6,0,8,7,7,1,7,10,9,0,6,8,4,0,1,8,8
51,7,0,8,7,6,7,7,6,10,3,6,9,6,1,6,6,6,0,7,6,4,0,0,7,6
52,7,0,8,7,6,7,7,6,21,0,6,0,6,0,6,6,6,0,7,6,4,0,0,7,6
53,8,2,7,6,8,2,6,7,22,0,7,8,9,0,10,8,8,0,9,1,9,0,1,10,7
54,9,3,9,9,5,7,9,9,5,0,9,11,8,1,9,7,10,0,8,7,7,0,3,9,9
55,0,2,0,0,1,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0
56,10,0,4,10,9,0,10,10,9,0,10,0,10,0,8,9,7,0,10,10,6,0,8,2,10
57,9,3,9,9,5,6,9,9,88,0,9,0,8,1,9,7,10,0,8,7,7,0,2,9,9
58,6,0,4,8,7,10,8,8,88,0,8,0,7,1,7,10,9,0,6,8,4,0,2,8,8
59,9,3,9,9,5,6,9,9,5,1,9,0,8,1,9,7,10,0,8,7,7,0,1,9,9
60,9,3,9,9,5,6,9,9,5,1,9,11,8,1,9,7,10,0,8,7,7,0,0,9,9
61,0,2,0,0,1,2,0,0,24,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0
62,7,0,8,7,6,7,7,6,34,0,6,9,6,1,6,6,6,0,7,6,4,0,2,7,6
63,3,1,0,0,1,11,0,0,72,0,3,4,3,0,3,3,3,0,0,0,6,0,2,0,0
64,0,2,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,1,0,0
65,7,0,8,7,6,7,7,6,27,1,6,9,6,1,6,6,6,0,7,6,4,0,1,7,6
66,1,3,1,1,3,0,1,1,3,3,1,1,1,1,1,1,1,0,2,1,0,0,0,12,12
67,8,2,7,6,8,4,6,7,15,0,7,8,9,0,10,8,8,0,9,9,9,0,1,10,7
68,0,1,0,0,1,2,0,0,48,0,0,4,0,0,0,0,0,0,0,0,6,0,1,0,0
69,1,1,1,1,3,0,1,1,3,3,1,1,1,1,1,1,1,0,2,1,0,0,0,12,12
70,0,2,0,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0
71,5,1,5,4,0,4,4,5,4,5,5,5,5,1,5,5,5,0,5,5,5,0,0,4,2
72,3,1,3,3,0,5,3,3,36,0,11,4,11,0,3,3,11,0,3,4,8,0,1,1,1
73,0,2,0,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0
74,3,1,3,3,0,3,3,3,37,3,3,4,3,1,3,3,3,0,3,4,8,0,4,1,1
75,1,1,1,1,3,0,1,1,23,3,1,0,1,0,1,1,1,0,2,1,0,0,0,12,12
76,4,3,6,5,4,12,5,4,20,1,4,6,4,1,4,4,4,0,4,3,3,0,2,3,3
77,1,3,1,1,3,0,1,1,3,4,1,1,1,1,1,1,1,0,2,1,0,0,0,12,12
78,5,1,5,4,0,4,4,5,54,0,5,5,5,0,5,5,5,0,5,5,5,0,2,4,2
79,8,2,7,6,8,3,6,7,7,1,7,8,9,0,10,8,8,0,9,9,9,0,1,10,7
80,4,3,6,5,4,3,5,4,38,0,4,0,4,1,4,4,4,0,4,3,3,0,0,3,3
81,3,1,3,3,0,5,3,3,8,1,3,4,3,1,3,3,3,0,3,4,10,0,0,1,1
82,5,1,5,4,0,4,4,5,4,5,5,5,5,0,5,5,5,0,5,5,5,0,0,4,2
83,3,1,3,3,0,4,3,3,25,1,3,0,3,1,3,3,3,0,3,4,8,0,7,1,1
84,5,1,5,4,0,9,4,5,42,5,5,5,5,1,5,5,5,0,5,5,5,0,4,4,2
85,1,0,1,1,3,0,1,1,3,3,1,1,1,1,1,1,1,0,2,1,0,0,0,12,12
86,1,3,1,1,3,0,1,1,3,4,1,0,1,1,1,1,1,0,2,1,0,0,0,12,12
87,4,1,6,5,4,11,5,4,2,1,4,6,4,1,4,4,4,0,4,3,3,0,0,3,3
88,4,3,6,5,4,3,5,4,2,1,4,6,4,1,4,4,4,0,4,3,3,0,0,3,3
89,3,1,3,3,0,5,3,3,8,5,3,4,3,1,3,3,3,0,3,4,8,0,0,1,1
90,3,1,3,3,0,3,3,3,8,3,3,4,3,1,3,3,3,0,3,4,10,0,0,1,1
91,0,2,0,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0
92,2,0,2,2,2,1,2,2,1,2,2,2,2,0,2,2,2,0,1,2,1,0,1,11,11
93,5,1,5,4,0,4,4,5,4,5,5,5,5,1,5,5,5,0,5,5,5,0,0,4,2
94,7,0,8,7,6,1,7,6,19,2,6,0,6,1,6,6,6,0,7,6,4,0,5,7,6
95,2,0,2,2,2,1,2,2,1,2,2,2,2,0,2,2,2,0,1,2,1,0,4,6,5
96,5,1,5,4,0,4,4,5,4,0,5,5,5,0,5,5,5,0,5,5,5,0,0,4,2
97,3,1,3,3,0,5,3,3,25,1,3,4,3,1,3,3,3,0,3,4,8,0,2,1,1
98,10,1,4,10,9,0,10,10,9,2,10,10,10,1,8,9,7,0,10,10,11,0,3,2,10
99,8,2,7,6,8,9,6,7,7,0,7,8,9,0,10,8,8,0,9,9,9,0,1,10,7
100,11,2,7,6,5,8,6,11,30,4,11,0,11,1,11,11,11,0,6,1,7,0,0,2,1
101,3,1,3,3,0,5,3,3,20,3,3,4,3,1,3,3,3,0,3,4,8,0,2,1,1
102,10,0,4,10,9,11,10,10,83,0,10,10,10,0,8,9,7,0,10,10,11,0,0,2,10
103,5,1,5,4,0,4,4,5,4,3,5,5,5,1,5,5,5,0,5,5,5,0,0,4,2
104,5,1,5,4,0,3,4,5,4,3,5,0,5,1,5,5,5,0,5,5,5,0,0,4,2
105,8,1,7,6,8,9,6,7,33,4,7,8,9,0,10,8,8,0,9,9,9,0,1,10,7
106,0,2,0,0,1,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0
107,4,3,6,5,4,3,5,4,12,4,4,0,4,1,4,4,4,0,4,3,3,0,1,3,3
108,0,2,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0
109,3,1,3,3,0,3,3,3,8,1,3,4,3,1,3,3,3,0,3,4,8,0,2,1,1
110,2,0,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,0,1,2,1,0,0,11,11
111,2,1,2,2,2,2,2,2,1,2,2,2,2,0,2,2,2,0,1,2,11,0,0,6,5
112,6,0,4,8,7,0,8,8,62,0,8,7,7,0,7,0,9,0,6,1,6,0,0,8,8
113,4,3,6,5,4,3,5,4,2,1,4,6,4,1,4,4,4,0,4,3,3,0,0,3,3
114,4,3,6,5,4,3,5,4,2,1,4,6,4,1,4,4,4,0,4,3,3,0,0,3,3
115,1,2,1,1,3,1,1,1,50,4,1,0,1,0,1,1,1,0,2,1,0,0,0,5,4
116,0,2,0,0,1,8,0,0,15,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0
117,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
118,3,1,3,3,0,5,3,3,75,1,3,4,3,1,3,3,3,0,3,4,10,0,1,1,1
119,2,0,2,2,2,1,2,2,1,3,2,2,2,0,2,2,2,0,1,2,1,0,2,6,5
120,3,1,3,3,4,2,3,4,8,1,3,4,3,1,3,3,3,0,3,3,8,0,0,1,1
121,5,1,5,4,0,2,4,5,4,0,5,5,5,0,5,5,5,0,5,5,5,0,2,4,2
122,1,2,1,1,3,0,1,1,3,4,1,1,1,1,1,1,1,0,2,1,0,0,0,12,12
123,2,0,2,2,2,1,2,2,1,2,2,2,2,0,2,2,2,0,1,2,1,0,0,11,11
124,0,2,0,0,1,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
125,5,1,5,4,0,4,4,5,74,5,5,5,5,0,5,5,5,0,5,5,5,0,2,4,2
126,1,3,1,1,3,12,1,1,57,3,1,1,1,1,1,11,1,0,2,1,0,0,1,5,4
127,3,1,3,3,0,4,3,3,70,1,3,4,3,1,3,3,1,0,3,4,8,0,7,1,1
128,11,1,5,4,0,2,4,11,69,3,5,5,11,1,5,5,5,0,6,11,5,0,6,2,2
129,7,0,8,7,6,1,7,6,41,0,6,9,6,1,6,6,6,0,7,6,4,0,2,7,6
130,3,1,3,3,0,2,3,3,73,0,3,4,3,0,3,3,3,0,3,4,10,0,2,1,1
131,3,1,3,3,0,7,3,3,59,0,3,4,3,0,3,3,3,0,3,6,8,0,3,1,1
132,10,0,5,4,0,9,4,5,42,5,10,5,10,0,8,5,7,0,10,5,5,0,7,2,10
133,0,2,0,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0
134,0,2,0,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0
135,5,1,5,4,0,4,4,5,4,5,5,5,5,1,5,5,5,0,5,5,5,0,0,4,2
136,4,3,6,5,4,3,5,4,2,1,4,6,4,1,4,4,4,0,4,3,3,0,0,3,3
137,3,1,3,3,0,5,3,3,94,3,3,0,3,1,3,3,3,0,3,4,8,0,5,1,1
138,4,3,6,5,4,12,5,4,2,1,4,6,4,1,4,4,4,0,4,3,3,0,0,3,3
139,11,4,3,3,4,0,3,11,49,1,11,0,11,1,11,11,11,0,6,1,8,0,3,2,1
140,0,2,0,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0
141,5,1,5,4,0,0,4,5,4,5,5,5,5,1,5,5,5,0,5,5,5,0,2,4,2
142,4,3,6,5,4,3,5,4,2,1,4,6,4,1,4,4,4,0,4,3,3,0,0,3,3
143,10,0,4,10,9,0,10,10,9,0,10,10,10,1,8,9,7,0,10,10,11,0,2,2,10
144,6,0,4,8,7,10,8,8,6,4,8,7,7,1,7,10,9,0,6,8,4,0,2,8,8
145,7,0,8,7,6,7,7,6,10,0,6,9,6,1,6,6,6,0,7,6,4,0,2,7,6
146,9,0,9,9,5,6,9,9,21,0,9,0,8,1,9,7,10,0,8,7,7,0,2,9,9
147,1,3,1,1,3,1,1,1,3,4,1,1,1,1,1,1,1,0,2,1,0,0,0,12,4
148,0,2,0,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0
149,11,0,4,7,6,9,7,6,39,0,11,0,11,0,6,11,6,0,7,11,10,0,3,2,6
150,10,0,4,10,9,0,10,10,66,2,10,0,10,0,8,9,7,0,10,10,9,0,1,2,10
151,2,0,2,2,2,5,2,2,1,2,2,2,2,0,2,2,2,0,1,2,1,0,4,6,5
152,5,1,5,4,0,4,4,5,78,1,5,5,5,1,5,5,5,0,5,5,5,0,0,4,2
153,0,2,0,0,1,9,0,0,62,0,0,3,0,0,0,0,0,0,0,0,6,0,1,0,0
154,9,3,9,9,5,6,9,9,5,1,9,11,8,1,9,7,10,0,8,7,7,0,4,9,9
155,2,0,2,2,2,1,2,2,1,3,2,2,2,1,2,2,2,0,1,2,1,0,0,6,5
156,7,1,8,7,6,3,7,6,38,0,6,9,6,0,6,6,6,0,7,6,10,0,0,1,1
157,0,0,0,0,1,11,0,0,0,0,0,3,10,0,0,0,7,0,0,0,11,0,2,0,0
158,2,0,2,2,2,6,2,6,93,3,6,0,6,1,6,6,6,0,1,6,1,0,6,6,5
159,9,3,9,9,5,6,9,9,5,4,9,11,8,1,9,7,10,0,8,7,7,0,1,9,9
160,5,1,5,4,0,3,4,5,16,1,5,5,5,1,5,5,5,0,5,5,5,0,2,4,2
