id,ground_truth,CNM,Combo,Leiden,Louvain,Paris,RB-C,RB-ER,Significance,Eigenvector,RSC-K,RSC-SSE,RSC-V,Spectral,Deepwalk,Fairwalk,Node2Vec,Infomap,Spinglass,Walktrap,Fluid,Label Propagation,EM,SBM,SBM - Nested
0,10,4,1,3,6,4,3,0,121,2,1,8,13,1,4,3,7,0,6,4,7,0,0,0,0
1,4,2,4,2,3,7,2,6,9,1,4,4,2,0,3,7,7,0,5,0,12,0,0,0,0
2,0,2,0,3,6,7,5,0,9,2,5,6,2,0,15,3,7,0,0,1,1,0,1,1,1
3,2,1,3,0,1,0,2,0,43,3,2,12,1,0,5,1,2,0,6,1,12,0,0,0,0
4,8,2,2,6,2,5,4,0,18,3,2,2,15,0,11,1,7,0,6,0,11,0,1,1,1
5,8,1,1,3,0,6,3,3,43,4,15,1,11,1,4,8,5,0,6,4,14,0,0,0,0
6,10,2,0,2,2,7,5,0,15,0,5,1,11,0,13,2,3,0,6,0,1,0,0,0,0
7,7,1,4,4,3,4,2,13,17,1,6,7,4,0,13,10,8,0,2,0,9,0,0,0,0
8,6,1,2,0,3,3,2,0,39,0,0,0,8,0,1,14,12,0,4,2,7,0,0,2,0
9,2,0,1,2,5,5,5,0,3,0,0,9,5,1,7,10,8,0,1,1,5,0,0,0,0
10,9,1,5,7,8,11,0,0,40,1,8,3,6,1,11,3,14,0,0,0,2,0,1,1,1
11,15,1,5,3,8,2,3,1,2,2,14,3,14,1,12,12,10,0,7,6,0,0,0,3,3
12,8,2,4,4,4,1,3,10,88,1,1,12,1,1,9,8,14,0,6,4,11,0,0,0,0
13,3,0,1,0,0,4,5,0,0,0,9,2,5,0,7,2,0,0,3,2,2,0,1,1,1
14,6,0,2,0,3,9,6,0,16,0,10,1,8,0,1,9,3,0,4,2,8,0,1,2,1
15,15,1,5,3,8,10,3,1,65,2,11,6,14,1,10,12,10,0,1,6,5,0,0,3,3
16,11,2,1,2,0,2,2,6,96,4,4,12,7,1,0,14,11,0,3,1,15,0,0,0,0
17,6,2,2,0,3,7,6,0,16,0,10,0,8,0,1,9,3,0,4,2,12,0,1,2,1
18,14,2,0,1,2,0,8,2,5,0,12,8,9,0,15,7,9,0,2,7,10,0,1,4,2
19,7,3,0,0,4,1,0,0,46,1,8,7,12,0,11,6,4,0,0,0,15,0,1,1,1
20,1,3,4,5,4,7,7,0,25,3,4,0,15,0,14,1,2,0,5,3,3,0,0,0,0
21,11,2,4,0,4,0,2,0,44,5,8,2,15,0,1,6,2,0,0,2,12,0,0,0,0
22,10,4,1,4,6,9,0,0,3,0,13,10,3,0,13,4,0,0,3,2,2,0,1,1,1
23,7,1,3,5,7,0,1,11,27,1,3,10,11,1,4,15,15,0,6,2,5,0,0,0,0
24,3,0,1,1,0,5,0,0,0,0,9,9,5,0,7,2,0,0,3,2,0,0,1,1,1
25,9,1,3,5,1,0,1,0,53,0,1,0,3,0,6,15,15,0,6,1,2,0,1,1,0
26,0,0,0,6,5,3,0,19,49,5,0,6,1,0,8,1,13,0,2,3,6,0,0,0,0
27,7,0,1,5,2,11,5,4,46,5,8,7,9,0,3,2,4,0,4,0,8,0,0,0,0
28,7,1,0,0,4,6,4,3,37,2,6,8,9,0,8,10,12,0,0,2,9,0,0,0,0
29,1,0,3,5,1,0,4,0,54,2,7,5,0,1,0,11,0,0,1,1,1,0,0,0,0
30,8,3,2,7,4,8,0,9,55,3,2,2,15,0,11,1,2,0,0,0,15,0,0,0,0
31,1,1,3,5,1,5,7,0,40,1,7,14,0,1,2,3,1,0,5,1,3,0,0,0,0
32,13,1,3,0,5,6,6,0,10,1,11,4,8,1,2,6,4,0,4,2,8,0,1,1,1
33,12,1,3,4,7,6,1,8,56,2,2,4,3,1,11,4,12,0,5,1,0,0,0,0,0
34,14,2,0,1,2,4,8,2,5,4,12,6,9,0,3,7,9,0,2,7,10,0,0,4,2
35,2,0,0,7,5,1,0,3,94,1,11,11,4,1,0,7,1,0,0,1,7,0,0,0,0
36,15,1,5,3,8,2,3,1,2,2,14,3,14,1,10,12,10,0,7,6,13,0,1,3,3
37,13,1,0,7,5,7,0,0,91,1,8,1,6,0,2,5,4,0,0,0,13,0,1,1,1
38,12,0,0,1,0,4,4,4,45,4,0,3,2,0,3,2,1,0,2,5,7,0,0,0,0
39,2,0,4,2,3,7,2,6,116,3,4,7,10,0,0,7,1,0,2,4,10,0,0,0,0
40,12,5,0,5,3,1,7,5,17,1,0,4,2,0,6,10,1,0,5,0,3,0,0,0,0
41,13,1,4,0,4,9,1,20,100,5,1,2,12,1,1,6,4,0,4,3,8,0,4,0,0
42,4,1,4,2,7,3,1,10,28,1,1,0,10,0,12,5,2,0,5,3,5,0,0,0,0
43,1,2,2,2,6,3,3,0,23,3,0,1,10,0,0,0,6,0,1,1,2,0,0,0,0
