id,ground_truth,CNM,Combo,Leiden,Louvain,Paris,RB-C,RB-ER,Significance,Eigenvector,RSC-K,RSC-SSE,RSC-V,Spectral,Deepwalk,Fairwalk,Node2Vec,Infomap,Spinglass,Walktrap,Fluid,Label Propagation,EM,SBM,SBM - Nested
0,15,3,11,12,11,12,12,12,11,1,11,12,14,1,13,13,13,12,2,11,13,0,0,11,11
1,0,1,0,0,0,1,0,0,0,0,0,11,0,1,0,0,0,0,0,0,9,0,0,0,0
2,7,1,6,5,5,14,5,0,17,0,9,2,7,0,12,4,8,10,4,12,11,0,0,1,2
3,5,0,1,3,1,3,3,8,44,1,4,0,5,1,6,6,6,6,2,4,8,0,2,1,1
4,9,2,4,2,3,13,2,6,8,0,7,8,8,1,8,8,9,8,9,7,6,0,2,8,9
5,12,0,4,2,3,6,2,11,12,1,12,13,13,0,11,14,12,11,13,10,15,0,2,9,10
6,2,0,3,4,1,4,4,2,57,2,2,0,2,0,2,11,2,3,3,2,2,0,3,2,3
7,9,2,4,2,3,13,2,6,8,2,7,8,8,1,8,8,9,8,9,7,6,0,0,8,9
8,2,0,3,4,1,2,4,2,66,0,2,3,4,0,2,5,2,3,3,2,2,0,1,2,3
9,1,3,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,4,4
10,8,0,8,9,9,11,9,7,6,0,8,9,9,0,7,10,7,7,8,8,7,0,0,7,8
11,0,1,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0
12,7,2,0,0,5,14,0,0,72,0,9,2,7,0,12,0,0,10,4,0,11,0,3,1,2
13,11,0,6,5,5,10,5,9,13,0,13,14,11,0,14,4,11,13,4,13,5,0,0,12,2
14,13,0,9,11,4,4,11,14,10,0,14,10,15,0,15,11,14,14,11,14,12,0,0,13,12
15,3,2,5,6,6,2,6,3,2,2,3,4,3,1,3,2,3,4,5,3,3,0,0,3,5
16,2,0,3,4,1,3,4,2,4,0,2,3,2,0,2,3,2,3,3,2,2,0,0,2,3
17,3,2,5,6,6,14,6,3,2,2,3,0,3,1,3,2,3,4,5,3,3,0,1,3,5
18,6,4,7,8,8,3,8,5,3,3,6,7,6,1,5,15,5,2,7,6,4,0,3,6,7
19,5,0,3,3,1,3,3,8,33,0,4,0,5,0,6,6,6,6,2,4,8,0,0,1,1
20,0,1,0,0,0,1,0,0,0,0,0,11,0,1,0,0,0,0,0,0,1,0,0,0,0
21,4,2,2,7,7,13,7,4,34,0,5,6,4,0,4,0,0,5,6,5,5,0,1,5,6
22,0,1,0,0,0,13,0,0,62,0,0,5,0,0,0,0,0,0,0,0,1,0,2,0,0
23,10,2,10,10,4,2,10,10,7,2,10,15,12,0,10,12,10,9,10,9,10,0,1,10,1
24,0,1,0,0,0,0,0,0,56,0,0,0,5,1,0,0,0,0,0,0,9,0,1,0,0
25,4,2,2,7,7,0,7,4,21,4,5,6,4,1,4,5,4,5,6,4,7,0,5,5,6
26,14,1,12,3,10,7,3,13,9,1,15,2,10,1,9,9,15,2,12,15,6,0,1,14,13
27,8,3,8,9,9,11,9,7,40,0,8,9,9,0,7,10,7,7,8,8,7,0,1,7,8
28,11,1,6,5,5,10,5,9,13,2,13,14,11,0,14,4,11,13,4,13,5,0,6,12,2
29,13,0,9,11,4,4,11,14,10,0,14,10,15,0,15,11,14,14,11,14,12,0,0,13,12
30,13,0,9,11,4,4,11,14,10,0,14,10,15,0,15,11,14,14,11,14,12,0,0,13,12
31,5,3,2,3,1,15,3,8,27,1,4,0,5,1,6,6,6,6,2,4,8,0,3,1,1
32,14,1,12,3,10,7,3,13,9,0,15,2,10,1,9,9,15,2,12,15,6,0,1,14,13
33,12,0,4,2,3,6,2,11,12,0,12,13,13,0,11,14,12,11,13,10,14,0,0,9,10
34,2,0,3,4,1,3,4,2,4,0,2,3,2,0,2,3,2,3,3,2,2,0,0,2,3
35,12,0,4,2,3,0,2,11,12,2,12,0,13,1,11,14,12,11,13,10,15,0,0,9,10
36,13,0,9,11,4,4,11,14,10,1,14,10,15,0,15,11,14,14,11,14,12,0,0,13,12
37,13,0,9,11,4,4,11,14,10,0,14,10,15,0,15,11,14,14,11,14,12,0,0,13,12
38,1,3,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,15,14
39,4,2,2,7,7,5,7,4,5,4,5,6,4,0,4,5,4,5,6,5,5,0,2,5,6
40,14,1,12,3,10,7,3,13,9,1,15,0,10,1,9,9,15,2,12,15,6,0,2,14,13
41,1,3,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,15,14
42,15,3,11,12,11,6,12,12,11,0,11,12,14,0,13,13,13,12,2,11,13,0,0,11,11
43,4,2,2,7,7,5,7,4,5,4,5,6,4,0,4,5,4,5,6,5,5,0,0,5,6
44,9,2,4,2,3,13,2,6,8,2,7,8,8,1,8,8,9,8,9,7,6,0,4,8,9
45,13,0,9,11,4,4,11,14,10,0,14,10,15,0,15,11,14,14,11,14,12,0,0,13,12
