id,ground_truth,CNM,Combo,Leiden,Louvain,Paris,RB-C,RB-ER,Significance,Eigenvector,RSC-K,RSC-SSE,RSC-V,Spectral,Deepwalk,Fairwalk,Node2Vec,Infomap,Spinglass,Walktrap,Fluid,Label Propagation,EM,SBM,SBM - Nested
0,11,3,10,11,10,11,11,10,10,10,10,11,10,0,10,10,10,10,10,10,10,8,4,11,11
1,7,3,7,8,7,7,8,7,7,6,7,7,7,0,8,7,8,7,8,7,9,5,5,8,8
2,3,4,3,4,3,2,4,3,4,4,3,4,3,0,3,3,3,3,3,4,0,2,3,3,3
3,9,0,9,9,9,6,9,9,9,7,9,10,9,0,9,9,9,9,9,9,1,7,2,10,10
4,6,0,6,6,6,6,6,6,8,5,6,5,6,0,6,6,6,6,6,6,1,4,1,7,7
5,3,4,3,4,3,2,4,3,4,4,3,4,3,0,3,3,3,3,3,4,0,2,0,3,3
6,11,3,10,11,10,11,11,10,10,10,10,11,10,0,10,10,10,10,10,10,10,8,0,11,11
7,6,0,6,6,6,6,6,6,16,7,6,5,6,0,6,6,6,6,6,6,1,4,2,7,7
8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
9,11,3,10,11,10,6,11,10,10,10,10,11,10,0,10,10,10,10,10,10,10,8,1,11,11
10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,5,5
11,9,0,9,9,9,9,9,9,9,5,9,10,9,0,9,9,9,9,9,9,1,7,1,10,10
12,11,3,10,11,10,11,11,10,10,10,10,11,10,0,10,10,10,10,10,10,10,8,0,11,11
13,6,0,6,6,6,6,6,6,8,9,6,5,6,0,6,6,6,6,6,6,1,4,2,7,7
14,6,0,6,6,6,6,6,6,8,7,6,5,6,0,6,6,6,6,6,6,1,4,0,7,7
15,2,2,2,2,2,1,2,2,1,1,2,2,2,0,2,2,2,2,2,2,3,0,3,2,2
16,10,1,11,10,11,12,10,11,12,1,11,9,11,0,11,12,12,11,12,11,11,0,2,12,12
17,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
18,11,3,10,11,10,11,11,10,10,10,10,11,10,0,10,10,10,10,10,10,10,8,1,11,11
19,4,5,4,3,4,4,3,4,3,3,4,3,4,0,4,4,4,4,4,3,5,0,0,4,4
20,8,6,8,7,8,3,7,8,6,6,8,8,8,0,7,8,7,8,7,8,8,6,2,9,9
21,10,1,11,10,11,12,10,11,12,1,11,9,11,0,11,12,12,11,12,11,11,0,1,12,12
22,0,1,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
23,8,6,8,7,8,8,7,8,6,6,8,8,8,0,7,8,7,8,7,8,8,6,2,9,9
24,9,0,9,9,9,9,9,9,9,7,9,10,9,0,9,9,9,9,9,9,1,7,1,10,10
25,3,4,3,4,3,11,4,3,4,4,3,4,3,0,3,3,3,3,3,4,0,2,1,3,3
26,4,5,4,3,4,1,3,4,3,3,4,3,4,0,4,4,4,4,4,3,5,0,3,4,4
27,12,2,12,12,12,1,12,12,19,1,12,12,12,0,12,11,11,12,11,12,0,0,1,13,13
28,3,4,3,4,3,2,4,3,4,4,3,4,3,0,3,3,3,3,3,4,0,2,0,3,3
29,1,0,1,1,1,3,1,1,2,2,1,1,1,0,1,1,1,1,1,1,4,1,0,1,1
30,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
31,11,3,10,11,10,11,11,10,10,5,10,11,10,0,10,10,10,10,10,10,10,8,1,11,11
32,2,2,2,2,2,0,2,2,21,1,2,2,2,1,2,2,2,2,2,2,3,0,3,2,2
33,10,1,11,10,11,12,10,11,12,0,11,9,11,1,11,12,12,11,12,11,11,0,6,12,12
34,5,2,5,5,5,5,5,5,5,3,5,6,5,0,5,5,5,5,5,5,6,3,0,6,6
35,12,2,12,12,12,10,12,12,11,1,12,12,12,0,12,11,11,12,11,12,0,9,1,13,13
36,4,4,4,3,4,0,3,4,3,3,4,3,4,0,4,4,4,4,4,3,5,0,0,4,4
37,10,1,11,10,11,6,10,11,15,4,11,9,11,0,11,12,12,11,12,11,11,0,3,12,12
38,3,4,3,4,3,2,4,3,4,4,3,4,3,0,3,3,3,3,3,4,0,2,3,3,3
39,8,6,8,7,8,8,7,8,6,6,8,8,8,0,7,8,7,8,7,8,8,6,0,9,9
40,5,2,5,5,5,5,5,5,5,8,5,6,5,0,5,5,5,5,5,5,6,3,0,6,6
41,9,0,9,9,9,9,9,9,9,7,9,10,9,0,9,9,9,9,9,9,1,7,1,10,10
42,7,3,7,8,7,7,8,7,7,5,7,7,7,0,8,7,8,7,8,7,9,5,0,8,8
43,3,4,3,4,3,2,4,3,4,4,3,4,3,0,3,3,3,3,3,4,0,2,0,3,3
44,7,3,7,8,7,7,8,7,7,6,7,7,7,0,8,7,8,7,8,7,9,5,3,8,8
45,2,2,2,2,2,1,2,2,1,1,2,2,2,0,2,2,2,2,2,2,3,0,0,2,2
46,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,5,5
47,6,0,6,6,6,6,6,6,16,7,6,5,6,0,6,6,6,6,6,6,1,4,3,7,7
48,1,0,1,1,1,3,1,1,2,2,1,1,1,0,1,1,1,1,1,1,4,1,1,1,1
