id,ground_truth
0,240
1,41
2,33
3,154
4,121
5,37
6,195
7,136
8,248
9,121
10,216
11,113
12,78
13,219
14,200
15,236
16,94
17,94
18,69
19,90
20,276
21,249
22,209
23,2
24,55
25,217
26,223
27,60
28,191
29,24
30,28
31,47
32,133
33,147
34,216
35,135
36,218
37,129
38,195
39,30
40,246
41,3
42,53
43,213
44,255
45,151
46,231
47,87
48,59
49,267
50,4
51,47
52,27
53,7
54,139
55,18
56,13
57,133
58,203
59,273
60,78
61,182
62,166
63,24
64,220
65,36
66,153
67,71
68,159
69,4
70,126
71,236
72,188
73,133
74,11
75,143
76,46
77,215
78,133
79,82
80,259
81,132
82,11
83,185
84,203
85,150
86,110
87,128
88,47
89,121
90,44
91,207
92,29
93,48
94,152
95,0
96,253
97,155
98,45
99,83
100,237
101,189
102,207
103,169
104,131
105,111
106,43
107,35
108,106
109,104
110,53
111,145
112,67
113,20
114,212
115,75
116,56
117,146
118,108
119,136
120,125
121,106
122,0
123,275
124,226
125,21
126,5
127,274
128,211
129,191
130,75
131,10
132,171
133,35
134,57
135,271
136,241
137,105
138,134
139,90
140,32
141,227
142,135
143,40
144,43
145,209
146,118
147,66
148,70
149,269
150,100
151,160
152,240
153,243
154,80
155,139
156,214
157,124
158,90
159,52
160,23
161,58
162,81
163,51
164,227
165,195
166,24
167,118
168,21
169,26
170,49
171,154
172,164
173,0
174,246
175,151
176,39
177,37
178,157
179,30
180,188
181,83
182,61
183,172
184,89
185,99
186,150
187,3
188,164
189,183
190,50
191,16
192,41
193,13
194,112
195,153
196,136
197,38
198,177
199,35
200,169
201,98
202,32
203,69
204,30
205,33
206,170
207,53
208,49
209,227
210,37
211,256
212,76
213,68
214,221
215,8
216,184
217,52
218,197
219,57
220,32
221,62
222,78
223,62
224,269
225,39
226,26
227,22
228,223
229,227
230,65
231,261
232,113
233,59
234,258
235,80
236,37
237,265
238,166
239,243
240,51
241,44
242,53
243,91
244,52
245,127
246,11
247,91
248,32
249,248
250,103
251,187
252,274
253,57
254,167
255,263
256,42
257,10
258,31
259,17
260,115
261,249
262,58
263,49
264,78
265,93
266,92
267,144
268,234
269,159
270,274
271,93
272,160
273,89
274,128
275,170
276,249
277,210
278,14
279,26
280,145
281,34
282,80
283,79
284,175
285,96
286,25
287,72
288,156
289,79
290,187
291,43
292,160
293,150
294,255
295,227
296,267
297,3
298,199
299,85
300,96
301,49
302,200
303,92
304,119
305,226
306,186
307,208
308,239
309,233
310,181
311,157
312,111
313,99
314,185
315,4
316,80
317,167
318,76
319,122
320,43
321,199
322,16
323,276
324,169
325,81
326,137
327,264
328,179
329,125
330,184
331,208
332,88
333,90
334,28
335,143
336,69
337,271
338,101
339,273
340,125
341,59
342,191
343,225
344,221
345,67
346,81
347,117
348,125
349,72
350,98
351,198
352,19
353,245
354,165
355,270
356,276
357,151
358,192
359,112
360,47
361,11
362,15
363,134
364,161
365,249
366,43
367,64
368,19
369,6
370,50
371,86
372,0
373,225
374,251
375,168
376,134
377,3
378,241
379,51
380,166
381,153
382,268
383,198
384,32
385,194
386,194
387,69
388,12
389,263
390,102
391,231
392,68
393,98
394,97
395,218
396,17
397,14
398,227
399,273
400,166
401,109
402,87
403,18
404,233
405,147
406,110
407,47
408,204
409,180
410,152
411,63
412,22
413,115
414,75
415,135
416,37
417,164
418,130
419,80
420,226
421,52
422,59
423,242
424,76
425,223
426,229
427,130
428,92
429,37
430,202
431,127
432,154
433,4
434,6
435,198
436,223
437,226
438,39
439,95
440,120
441,229
442,75
443,67
444,127
445,222
446,197
447,56
448,30
449,135
450,88
451,13
452,63
453,84
454,38
455,132
456,42
457,152
458,109
459,9
460,61
461,49
462,64
463,269
464,24
465,75
466,36
467,250
468,220
469,21
470,212
471,10
472,51
473,102
474,74
475,60
476,245
477,198
478,255
479,2
480,216
481,102
482,263
483,263
484,61
485,65
486,144
487,78
488,34
489,35
490,66
491,42
492,84
493,36
494,134
495,216
496,272
497,77
498,20
499,55
500,0
501,166
502,25
503,10
504,25
505,1
506,16
507,111
508,180
509,66
510,70
511,43
512,65
513,232
514,68
515,249
516,252
517,107
518,77
519,68
520,268
521,175
522,115
523,51
524,25
525,130
526,123
527,164
528,262
529,274
530,113
531,78
532,131
533,157
534,210
535,63
536,226
537,259
538,120
539,14
540,14
541,115
542,76
543,72
544,209
545,264
546,137
547,63
548,42
549,244
550,79
551,134
552,5
553,147
554,277
555,204
556,86
557,60
558,260
559,149
560,155
561,59
562,30
563,19
564,125
565,72
566,239
567,42
568,127
569,18
570,197
571,129
572,124
573,215
574,132
575,206
576,110
577,272
578,132
579,114
580,153
581,27
582,15
583,237
584,57
585,52
586,57
587,111
588,84
589,222
590,44
591,121
592,10
593,98
594,91
595,0
596,181
597,193
598,269
599,86
600,275
601,48
602,141
603,150
604,217
605,156
606,185
607,47
608,276
609,146
610,39
611,151
612,23
613,235
614,224
615,35
616,75
617,36
618,165
619,194
620,36
621,71
622,0
623,145
624,90
625,113
626,230
627,117
628,117
629,104
630,240
631,113
632,81
633,140
634,73
635,243
636,147
637,36
638,80
639,45
640,32
641,101
642,79
643,39
644,130
645,275
646,265
647,230
648,99
649,73
650,126
651,111
652,1
653,122
654,41
655,130
656,144
657,54
658,156
659,115
660,116
661,10
662,28
663,117
664,42
665,12
666,138
667,14
668,29
669,71
670,79
671,252
672,175
673,10
674,122
675,7
676,199
677,101
678,13
679,6
680,72
681,136
682,31
683,192
684,40
685,156
686,95
687,37
688,149
689,37
690,114
691,41
692,30
693,37
694,138
695,246
696,124
697,17
698,44
699,5
700,237
701,179
702,98
703,195
704,148
705,175
706,21
707,149
708,7
709,50
710,49
711,140
712,84
713,98
714,31
715,122
716,139
717,219
718,17
719,27
720,45
721,138
722,58
723,247
724,9
725,5
726,25
727,44
728,260
729,12
730,66
731,195
732,45
733,79
734,16
735,55
736,123
737,1
738,116
739,10
740,66
741,2
742,209
743,160
744,73
745,36
746,53
747,126
748,43
749,55
750,95
751,55
752,95
753,10
754,134
755,57
756,101
757,7
758,9
759,59
760,247
761,7
762,41
763,72
764,26
765,27
766,11
767,226
768,40
769,53
770,170
771,34
772,54
773,70
774,131
775,180
776,105
777,15
778,81
779,151
780,99
781,182
782,97
783,250
784,0
785,21
786,7
787,91
788,154
789,29
790,49
791,74
792,194
793,9
794,180
795,3
796,11
797,148
798,8
799,167
800,258
801,108
802,187
803,21
804,26
805,74
806,171
807,234
808,96
809,138
810,266
811,9
812,217
813,29
814,163
815,194
816,72
817,174
818,0
819,159
820,147
821,176
822,85
823,23
