id,ground_truth
0,23
1,80
2,208
3,163
4,260
5,246
6,181
7,81
8,198
9,75
10,33
11,145
12,255
13,132
14,279
15,16
16,122
17,123
18,153
19,236
20,167
21,144
22,275
23,180
24,163
25,95
26,46
27,109
28,44
29,212
30,34
31,85
32,83
33,205
34,29
35,90
36,96
37,98
38,91
39,45
40,173
41,237
42,257
43,58
44,103
45,28
46,226
47,259
48,152
49,46
50,136
51,275
52,229
53,165
54,74
55,78
56,111
57,252
58,144
59,146
60,282
61,63
62,84
63,157
64,288
65,133
66,107
67,189
68,141
69,220
70,131
71,137
72,27
73,270
74,119
75,150
76,167
77,275
78,40
79,105
80,235
81,244
82,204
83,200
84,103
85,150
86,270
87,196
88,167
89,110
90,78
91,283
92,155
93,109
94,151
95,169
96,164
97,95
98,178
99,229
100,145
101,148
102,40
103,158
104,249
105,141
106,3
107,282
108,48
109,21
110,41
111,169
112,6
113,150
114,264
115,30
116,268
117,69
118,116
119,223
120,76
121,229
122,256
123,201
124,212
125,247
126,149
127,140
128,99
129,136
130,62
131,208
132,42
133,177
134,144
135,21
136,225
137,163
138,107
139,76
140,274
141,157
142,218
143,22
144,40
145,214
146,120
147,59
148,31
149,54
150,138
151,13
152,14
153,4
154,259
155,50
156,32
157,36
158,0
159,117
160,129
161,168
162,247
163,131
164,230
165,272
166,259
167,160
168,113
169,116
170,85
171,72
172,247
173,178
174,10
175,106
176,88
177,280
178,165
179,273
180,138
181,17
182,1
183,138
184,96
185,45
186,160
187,72
188,161
189,263
190,124
191,10
192,130
193,157
194,181
195,127
196,175
197,31
198,182
199,101
200,3
201,123
202,201
203,227
204,270
205,47
206,1
207,183
208,38
209,263
210,213
211,243
212,142
213,123
214,88
215,113
216,187
217,76
218,179
219,179
220,188
221,2
222,136
223,8
224,44
225,242
226,183
227,15
228,93
229,205
230,124
231,232
232,1
233,19
234,244
235,55
236,41
237,268
238,185
239,61
240,30
241,45
242,63
243,85
244,190
245,46
246,185
247,101
248,92
249,48
250,151
251,214
252,21
253,94
254,206
255,127
256,6
257,69
258,103
259,287
260,72
261,227
262,20
263,110
264,178
265,5
266,42
267,0
268,6
269,100
270,226
271,9
272,81
273,13
274,24
275,25
276,0
277,78
278,5
279,25
280,224
281,176
282,199
283,199
284,50
285,210
286,74
287,177
288,187
289,59
290,138
291,250
292,68
293,8
294,252
295,86
296,4
297,78
298,77
299,20
300,9
301,228
302,99
303,226
304,82
305,134
306,128
307,80
308,195
309,92
310,145
311,218
312,145
313,242
314,207
315,202
316,4
317,259
318,219
319,34
320,93
321,18
322,137
323,108
324,216
325,78
326,52
327,57
328,201
329,166
330,105
331,116
332,123
333,23
334,19
335,233
336,1
337,108
338,70
339,123
