id,ground_truth
0,140
1,127
2,128
3,33
4,119
5,245
6,0
7,85
8,27
9,2
10,69
11,122
12,15
13,84
14,6
15,88
16,223
17,9
18,123
19,85
20,99
21,53
22,31
23,211
24,46
25,116
26,164
27,23
28,33
29,9
30,254
31,71
32,18
33,242
34,163
35,11
36,112
37,233
38,97
39,6
40,185
41,183
42,76
43,200
44,273
45,123
46,240
47,215
48,242
49,65
50,152
51,218
52,220
53,159
54,90
55,151
56,184
57,184
58,119
59,24
60,14
61,71
62,56
63,262
64,89
65,55
66,112
67,48
68,160
69,218
70,30
71,42
72,243
73,9
74,76
75,165
76,25
77,69
78,260
79,35
80,239
81,32
82,27
83,40
84,202
85,18
86,156
87,111
88,25
89,246
90,153
91,187
92,79
93,165
94,69
95,252
96,43
97,199
98,240
99,122
100,211
101,136
102,252
103,22
104,186
105,142
106,91
107,263
108,80
109,236
110,84
111,4
112,36
113,13
114,230
115,86
116,1
117,243
118,125
119,40
120,75
121,56
122,33
123,74
124,167
125,28
126,110
127,82
128,255
129,240
130,93
131,107
132,190
133,132
134,262
135,25
136,97
137,82
138,80
139,195
140,189
141,200
142,186
143,166
144,223
145,68
146,76
147,250
148,97
149,4
150,151
151,136
152,265
153,51
154,224
155,232
156,209
157,99
158,37
159,33
160,17
161,136
162,209
163,270
164,47
165,3
166,40
167,277
168,15
169,147
170,132
171,161
172,90
173,165
174,202
175,55
176,187
177,128
178,142
179,53
180,108
181,178
182,170
183,3
184,5
185,102
186,213
187,252
188,210
189,12
190,242
191,175
192,149
193,111
194,267
195,161
196,22
197,28
198,25
199,5
200,30
201,63
202,277
203,3
204,21
205,244
206,31
207,48
208,125
209,204
210,179
211,54
212,274
213,3
214,165
215,81
216,82
217,67
218,120
219,18
220,219
221,24
222,9
223,47
224,67
225,247
226,61
227,110
228,167
229,6
230,80
231,115
232,54
233,46
234,95
235,10
236,41
237,107
238,28
239,138
240,56
241,120
242,13
243,117
244,109
245,208
246,99
247,191
248,40
249,62
250,129
251,84
252,107
253,133
254,174
255,67
256,51
257,48
258,222
259,68
260,195
261,253
262,55
263,200
264,124
265,159
266,101
267,272
268,87
269,62
270,7
271,150
272,243
273,208
274,20
275,58
276,31
277,165
278,0
279,2
280,159
281,19
282,128
283,185
284,24
285,261
286,0
287,165
288,57
289,235
290,138
291,45
292,104
293,225
294,194
295,254
296,204
297,192
298,138
299,145
300,193
301,254
302,239
303,4
304,153
305,43
306,17
307,65
308,266
309,241
310,14
311,35
312,22
313,138
314,145
315,196
316,84
317,47
318,104
319,236
320,265
321,199
322,274
323,29
324,130
325,221
326,47
327,45
328,139
329,6
330,32
331,30
332,215
333,0
334,170
335,263
336,257
337,8
338,237
339,60
340,89
341,45
342,186
343,259
344,83
345,256
346,2
347,114
348,75
349,19
350,6
351,173
352,221
353,28
354,126
355,108
356,60
357,154
358,44
359,157
360,195
361,0
362,9
363,268
364,32
365,129
366,10
367,75
368,44
369,107
370,11
371,63
372,26
373,8
374,142
375,12
376,76
377,127
378,61
379,75
380,12
381,157
382,206
383,183
384,46
385,2
386,161
387,39
388,272
389,12
390,1
391,18
392,113
393,124
394,23
395,275
396,278
397,164
398,171
399,83
400,6
401,8
402,49
403,200
404,151
405,57
406,152
407,16
408,8
409,44
410,12
411,211
412,103
413,36
414,41
415,25
416,72
417,3
418,190
419,102
420,138
421,25
422,26
423,269
424,34
425,2
426,239
427,149
428,2
429,67
430,227
431,240
432,1
433,14
434,7
435,17
436,11
437,127
438,36
439,56
440,2
441,213
442,3
443,204
444,17
445,83
446,180
447,70
448,53
449,75
450,56
451,42
452,40
453,11
454,170
455,90
456,1
457,146
458,162
459,12
460,85
461,84
462,66
463,213
464,0
465,226
466,14
467,40
468,233
469,162
470,163
471,64
472,156
473,90
474,277
475,20
476,46
477,15
478,216
479,88
480,16
481,12
482,62
483,80
484,11
485,179
486,16
487,16
488,5
489,203
490,141
491,75
492,56
493,9
494,275
495,18
496,110
497,75
498,19
499,35
500,95
501,29
502,179
503,140
504,123
505,123
506,23
507,206
508,151
509,180
510,243
511,107
512,31
513,77
514,184
515,119
516,88
517,86
518,109
519,57
520,196
521,255
522,158
523,157
524,20
525,11
526,195
527,14
528,20
529,150
530,224
531,161
532,150
533,36
534,230
535,176
536,140
537,36
538,204
539,231
540,269
541,130
542,16
543,138
544,232
545,113
546,239
547,26
548,65
549,227
550,155
551,20
552,11
553,1
554,10
555,75
556,175
557,222
558,221
559,239
560,143
561,56
562,32
563,278
564,169
565,234
566,115
567,41
568,49
569,213
570,163
571,249
572,105
573,191
574,248
575,39
576,90
577,42
578,6
579,10
580,191
581,36
582,138
583,59
584,161
585,248
586,7
587,39
588,6
589,51
590,94
591,276
592,168
593,18
594,224
595,14
596,105
597,99
598,62
599,132
600,35
601,33
602,79
603,104
604,38
605,155
606,92
607,276
608,123
609,226
610,259
611,13
612,22
613,143
614,68
615,186
616,188
617,62
618,56
619,17
620,140
621,14
622,63
623,4
624,116
625,42
626,123
627,77
628,165
629,105
630,8
631,147
632,274
633,210
634,84
635,107
636,144
637,126
638,234
639,2
640,97
641,117
642,107
643,217
644,163
645,121
646,202
647,70
648,55
649,107
650,59
651,88
652,55
653,68
654,46
655,247
656,27
657,74
658,216
659,119
660,252
661,206
662,1
663,223
664,2
665,175
666,12
667,15
668,181
669,200
670,83
671,236
672,227
673,123
674,140
675,2
676,72
677,206
678,36
679,209
680,194
681,183
682,1
683,271
684,30
685,37
686,130
687,12
688,66
689,155
690,206
691,76
692,79
693,34
694,92
695,184
696,193
697,27
698,43
699,74
700,191
701,187
702,16
703,13
704,147
705,142
706,25
707,117
708,55
709,52
710,212
711,1
712,205
713,57
714,114
715,188
716,21
