id,ground_truth
0,0
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,1
9,2
10,1
11,1
12,8
13,4
14,0
15,2
16,2
17,1
18,2
19,3
20,1
21,1
22,2
23,1
24,0
25,2
26,2
27,0
28,2
29,0
30,1
31,0
32,0
33,0
34,1
35,2
36,2
37,5
38,1
39,2
40,0
41,1
42,1
43,2
44,1
45,1
46,1
47,2
48,0
49,2
50,1
51,0
52,0
53,0
54,0
55,2
56,1
57,1
58,0
59,1
60,4
61,3
62,1
63,2
64,2
65,2
66,4
67,2
68,1
69,2
70,0
71,1
72,0
73,7
74,2
75,2
76,2
77,1
78,2
79,0
80,0
81,0
82,1
83,1
84,0
85,4
86,2
87,1
88,2
89,2
90,1
91,1
92,2
93,2
94,0
95,0
96,0
97,1
98,1
99,3
100,1
101,0
102,3
103,0
104,0
105,2
106,1
107,1
108,0
109,1
110,1
111,0
112,0
113,0
114,2
115,1
116,5
117,1
118,1
119,1
120,2
121,0
122,0
123,2
124,0
125,2
126,4
127,1
128,1
129,2
130,0
131,1
132,0
133,0
134,3
135,0
136,0
137,1
138,0
139,2
140,1
141,2
142,1
143,1
144,2
145,2
146,2
147,0
148,2
149,2
150,2
151,3
152,2
153,1
154,0
155,1
156,1
157,0
158,2
159,0
160,2
161,0
162,0
163,1
164,0
165,1
166,0
167,0
168,1
169,0
170,0
171,2
172,2
173,2
174,0
175,0
176,2
177,0
178,1
179,0
180,1
181,0
182,4
183,0
184,2
185,0
186,1
187,4
188,4
189,2
190,7
191,2
192,2
193,0
194,2
195,0
196,2
197,2
198,4
199,0
200,1
201,0
202,1
203,2
204,2
205,2
206,2
207,0
208,0
209,1
210,2
211,1
212,1
213,2
214,1
215,2
216,5
217,0
218,2
219,0
220,4
221,1
222,2
223,1
224,2
225,2
226,0
227,0
228,0
229,0
230,0
231,0
232,2
233,2
234,1
235,1
236,2
237,2
238,2
239,2
240,0
241,1
242,0
243,1
244,0
245,2
246,0
247,0
248,2
249,1
250,1
251,0
252,5
253,0
254,2
255,2
256,1
257,2
258,1
259,0
260,0
261,0
262,5
263,2
264,5
265,1
266,1
267,5
268,2
269,2
270,1
271,2
272,1
273,0
274,1
275,2
276,2
277,4
278,3
279,2
280,0
281,1
282,2
283,1
284,0
285,3
286,2
287,2
288,0
289,0
290,5
291,1
292,1
293,2
294,2
295,1
296,2
297,2
298,0
299,2
300,0
301,0
302,1
303,5
304,2
305,1
306,2
307,1
308,0
309,1
310,0
311,0
312,4
313,2
314,1
315,0
316,0
317,1
318,1
319,1
320,0
321,0
322,0
323,0
324,2
325,2
326,1
327,2
328,0
329,1
330,3
331,2
332,1
333,2
334,2
335,0
336,0
337,0
338,2
339,3
340,2
341,0
342,1
343,2
344,3
345,2
346,0
347,1
348,1
349,1
350,2
351,2
352,1
353,0
354,1
355,1
356,0
357,2
358,0
359,1
360,2
361,0
362,2
363,2
364,1
365,1
366,2
367,2
368,0
369,2
370,2
371,3
372,0
373,0
374,1
375,2
376,0
377,1
378,0
379,0
380,2
381,0
382,1
383,0
384,1
385,2
386,6
387,2
388,0
389,2
390,1
391,0
392,0
393,1
394,1
395,1
396,5
397,0
398,0
399,1
400,1
401,2
402,1
403,0
404,5
405,1
406,3
407,2
408,0
409,2
410,1
411,0
412,3
413,0
414,0
415,1
416,4
417,1
418,0
419,1
420,1
421,2
422,0
423,2
424,1
425,1
426,1
427,1
428,2
429,2
430,2
431,2
432,1
433,1
434,2
435,1
436,2
437,1
438,0
439,0
440,0
441,0
442,2
443,0
444,1
445,2
446,1
447,1
448,2
449,2
450,0
451,1
452,0
453,4
454,8
455,0
456,1
457,3
458,2
459,1
460,2
461,0
462,1
463,0
464,1
465,2
466,0
467,5
468,0
469,1
470,2
471,2
472,5
473,2
474,0
475,1
476,0
477,0
478,2
479,1
480,5
481,0
482,1
483,2
484,2
485,0
486,1
487,0
488,0
489,0
490,0
491,1
492,1
493,0
494,2
495,1
496,0
497,2
498,2
499,1
500,2
501,0
502,2
503,1
504,5
505,0
506,2
507,4
508,6
509,2
510,2
511,0
512,1
513,2
514,2
515,0
516,1
517,1
518,2
519,1
520,0
521,1
522,0
523,0
524,0
525,0
526,1
527,3
528,0
529,1
530,0
531,2
532,0
533,1
534,0
535,1
536,2
537,0
538,0
539,3
540,1
541,0
542,0
543,0
544,2
545,1
546,2
547,1
548,0
549,0
550,0
551,3
552,1
553,2
554,2
555,0
556,1
557,2
558,4
559,0
560,1
561,3
562,0
563,1
564,2
565,2
566,2
567,2
568,1
569,2
570,0
571,0
572,1
573,2
574,0
575,0
576,1
577,0
578,0
579,1
580,2
581,0
582,1
583,0
584,0
585,1
586,2
587,2
588,0
589,1
590,0
591,3
592,0
593,0
594,2
595,1
596,2
597,0
598,1
599,1
600,0
601,1
602,0
603,1
604,1
605,6
606,0
607,2
608,1
609,2
610,2
611,1
612,5
613,2
614,1
615,2
616,2
617,0
618,1
619,0
620,1
621,0
622,1
623,0
624,2
625,1
626,1
627,2
628,2
629,2
630,0
631,1
632,5
633,4
634,0
635,1
636,2
637,2
638,1
639,1
640,2
641,1
642,1
643,1
644,0
645,2
646,0
647,2
648,2
649,1
650,1
651,0
652,2
653,0
654,2
655,1
656,1
657,3
658,2
659,2
660,3
661,3
662,1
663,2
664,0
665,0
666,2
667,1
668,4
669,2
670,0
671,1
672,3
673,0
674,1
675,1
676,1
677,0
678,0
679,2
680,0
681,2
682,1
683,0
684,0
685,0
686,1
687,2
688,1
689,4
690,1
691,5
692,1
693,2
694,0
695,2
696,2
697,1
698,0
699,1
700,0
701,1
702,1
703,2
704,2
705,0
706,0
707,8
708,2
709,0
710,1
711,0
712,1
713,0
714,4
715,1
716,4
717,1
718,2
719,2
720,2
721,1
722,0
723,1
724,2
725,1
726,0
727,0
728,0
729,0
730,4
731,2
732,1
733,2
734,7
735,1
736,2
737,2
738,2
739,2
740,1
741,2
742,1
743,2
744,5
745,2
746,0
747,2
748,0
749,0
750,2
751,0
752,0
753,0
754,0
755,1
756,0
757,0
758,0
759,0
760,1
761,1
762,0
763,1
764,2
765,0
766,1
767,2
768,2
769,0
770,5
771,2
772,1
773,1
774,1
775,2
776,0
777,0
778,0
779,2
780,0
781,1
782,1
783,1
784,2
785,1
786,1
787,2
788,0
789,3
790,2
791,0
792,0
793,2
794,1
795,2
796,0
797,0
798,0
799,0
800,2
801,2
802,2
803,0
804,2
805,0
806,0
807,1
808,1
809,2
810,1
811,4
812,1
813,1
814,0
815,0
816,1
817,0
818,1
819,2
820,0
821,0
822,1
823,1
824,5
825,1
826,0
827,0
828,2
829,0
830,2
831,0
832,0
833,0
834,2
835,0
836,1
837,1
838,0
839,0
840,1
841,0
842,1
843,1
844,2
845,0
846,2
847,2
848,0
849,4
850,2
851,0
852,2
853,2
854,2
855,0
856,0
857,0
858,0
859,1
860,0
861,0
862,5
863,2
864,2
865,0
866,4
867,1
868,0
869,1
870,2
871,0
872,0
873,1
874,1
875,0
876,0
877,1
878,1
879,0
880,1
881,1
882,0
883,1
884,0
885,1
886,3
887,4
888,0
889,4
890,5
891,3
892,1
893,2
894,0
895,2
896,1
897,2
898,5
899,0
900,2
901,2
902,2
903,1
904,0
905,1
906,2
907,2
908,2
909,0
910,0
911,2
912,1
913,1
914,2
915,4
916,1
917,0
918,0
919,1
920,2
921,1
922,1
923,4
924,1
925,0
926,0
927,2
928,1
929,1
930,2
931,2
932,1
933,1
934,1
935,0
936,3
937,0
938,5
939,5
940,1
941,0
942,1
943,1
944,2
945,0
946,2
947,1
948,1
949,0
950,1
951,0
952,0
953,2
954,2
955,0
956,0
957,2
958,0
959,1
960,0
961,1
962,1
963,0
964,2
965,2
966,1
967,0
968,0
969,2
970,1
971,0
972,2
973,2
974,0
975,0
976,2
977,0
978,0
979,0
980,7
981,2
982,2
983,1
984,0
985,5
986,0
987,1
988,1
989,0
990,2
991,0
992,1
993,0
994,2
995,1
996,1
997,0
998,1
999,0
1000,0
1001,2
1002,0
1003,2
1004,2
1005,2
1006,2
1007,0
1008,1
1009,1
1010,2
1011,0
1012,1
1013,0
1014,0
1015,0
1016,0
1017,0
1018,0
1019,0
1020,2
1021,1
1022,0
1023,2
1024,5
1025,0
1026,0
1027,2
1028,1
1029,0
1030,1
1031,2
1032,2
1033,0
1034,1
1035,2
1036,0
1037,2
1038,5
1039,0
1040,0
1041,2
1042,2
1043,4
1044,1
1045,2
1046,2
1047,1
1048,1
1049,5
1050,1
1051,0
1052,1
1053,3
1054,0
1055,2
1056,1
1057,0
1058,2
1059,0
