id,ground_truth
0,0
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,2
9,1
10,3
11,0
12,2
13,2
14,0
15,2
16,1
17,3
18,0
19,5
20,2
21,2
22,0
23,1
24,4
25,0
26,2
27,2
28,0
29,0
30,0
31,1
32,2
33,0
34,2
35,1
36,2
37,2
38,0
39,1
40,0
41,1
42,0
43,0
44,2
45,3
46,0
47,2
48,5
49,1
50,5
51,2
52,4
53,2
54,0
55,1
56,4
57,1
58,2
59,2
60,1
61,2
62,0
63,3
64,2
65,0
66,2
67,0
68,1
69,2
70,0
71,2
72,0
73,3
74,1
75,1
76,4
77,1
78,1
79,1
80,0
81,0
82,1
83,0
84,0
85,5
86,1
87,1
88,2
89,1
90,2
91,0
92,0
93,1
94,1
95,0
96,0
97,0
98,2
99,1
100,2
101,2
102,3
103,3
104,0
105,2
106,0
107,0
108,1
109,0
110,0
111,1
112,4
113,0
114,2
115,0
116,1
117,0
118,2
119,1
120,8
121,1
122,1
123,4
124,0
125,0
126,0
127,2
128,0
129,0
130,1
131,0
132,0
133,1
134,0
135,2
136,1
137,2
138,0
139,2
140,0
141,0
142,2
143,1
144,2
145,1
146,1
147,0
148,0
149,1
150,5
151,0
152,0
153,0
154,1
155,1
156,1
157,0
158,0
159,1
160,0
161,1
162,2
163,2
164,1
165,0
166,1
167,0
168,2
169,2
170,2
171,2
172,0
173,0
174,1
175,2
176,2
177,0
178,0
179,0
180,1
181,1
182,2
183,2
184,1
185,2
186,5
187,2
188,1
189,2
190,2
191,1
192,0
193,1
194,2
195,1
196,1
197,2
198,1
199,0
200,1
201,4
202,2
203,1
204,2
205,0
206,1
207,2
208,2
209,2
210,1
211,1
212,4
213,2
214,2
215,1
216,2
217,0
218,1
219,0
220,2
221,0
222,1
223,0
224,1
225,2
226,1
227,0
228,2
229,0
230,0
231,0
232,2
233,1
234,2
235,2
236,2
237,1
238,0
239,1
240,2
241,0
242,0
243,0
244,2
245,1
246,1
247,2
248,1
249,2
250,3
251,1
252,2
253,2
254,0
255,1
256,1
257,0
258,1
259,2
260,2
261,1
262,3
263,2
264,2
265,1
266,2
267,0
268,1
269,3
270,3
271,0
272,1
273,1
274,2
275,1
276,0
277,0
278,0
279,2
280,2
281,1
282,2
283,0
284,2
285,2
286,0
287,0
288,2
289,4
290,0
291,5
292,0
293,2
294,0
295,2
296,1
297,2
298,2
299,2
300,5
301,1
302,1
303,1
304,0
305,0
306,0
307,0
308,2
309,2
310,0
311,0
312,2
313,1
314,1
315,0
316,1
317,0
318,2
319,0
320,0
321,1
322,1
323,2
324,2
325,2
326,1
327,1
328,2
329,0
330,0
331,0
332,4
333,3
334,0
335,1
336,2
337,0
338,2
339,1
340,2
341,2
342,0
343,1
344,0
345,1
346,2
347,2
348,2
349,0
350,0
351,0
352,2
353,0
354,0
355,0
356,1
357,1
358,1
359,2
360,2
361,2
362,0
363,8
364,1
365,0
366,4
367,0
368,2
369,5
370,7
371,5
372,2
373,4
374,2
375,1
376,0
377,1
378,4
379,6
380,0
381,0
382,2
383,1
384,0
385,3
386,1
387,2
388,5
389,2
390,0
391,1
392,0
393,1
394,1
395,0
396,1
397,5
398,1
399,0
400,4
401,2
402,1
403,1
404,5
405,1
406,1
407,1
408,2
409,0
410,1
411,2
412,4
413,1
414,2
415,0
416,1
417,1
418,2
419,1
420,0
421,0
422,2
423,1
424,1
425,0
426,1
427,4
428,1
429,0
430,1
431,1
432,0
433,2
434,0
435,2
436,2
437,2
438,0
439,2
440,2
441,2
442,8
443,1
444,0
445,2
446,0
447,0
448,1
449,2
450,0
451,0
452,2
453,1
454,1
455,2
456,0
457,0
458,1
459,1
460,2
461,4
462,3
463,5
464,0
465,1
466,1
467,1
468,2
469,1
470,2
471,0
472,1
473,2
474,2
475,7
476,0
477,4
478,1
479,0
480,1
481,1
482,2
483,1
484,2
485,0
486,2
487,0
488,0
489,1
490,3
491,2
492,1
493,1
494,2
495,2
496,0
497,2
498,1
499,3
500,1
501,2
502,4
503,4
504,1
505,0
506,0
507,1
508,3
509,0
510,2
511,0
512,2
513,0
514,2
515,0
516,2
517,0
518,8
519,0
520,1
521,1
522,1
523,3
524,0
525,8
526,0
527,1
528,0
529,0
530,4
531,2
532,0
533,1
534,0
535,2
536,0
537,0
538,2
539,2
540,1
541,2
542,2
543,1
544,1
545,0
546,0
547,2
548,1
549,2
550,2
551,0
552,0
553,2
554,1
555,0
556,1
557,1
558,1
559,1
560,2
561,0
562,0
563,2
564,2
565,0
566,0
567,1
568,0
569,1
570,2
571,1
572,1
573,0
574,1
575,0
576,0
577,1
578,0
579,1
580,0
581,1
582,0
583,0
584,2
585,0
586,0
587,2
588,1
589,2
590,0
591,0
592,1
593,2
594,1
595,0
596,0
597,1
598,1
599,1
600,1
601,0
602,5
603,1
604,0
605,0
606,0
607,0
608,3
609,1
610,4
611,0
612,3
613,2
614,1
615,2
616,2
617,1
618,2
619,1
620,1
621,5
622,3
623,4
624,2
625,2
626,2
627,0
628,2
629,1
630,2
631,4
632,2
633,1
634,0
635,5
636,1
637,8
638,1
639,1
640,4
641,0
642,1
643,0
644,0
645,1
646,0
647,1
648,1
649,1
650,0
651,1
652,1
653,3
654,0
655,0
656,1
657,0
658,2
659,1
660,1
661,2
662,2
663,2
664,0
665,2
666,1
667,1
668,8
669,2
670,2
671,2
672,4
673,0
674,1
675,2
676,1
677,2
678,1
679,1
680,4
681,2
682,0
683,5
684,2
685,1
686,1
687,3
688,2
689,4
690,1
691,1
692,5
693,1
694,2
695,1
696,0
697,2
698,0
699,0
700,0
701,0
702,0
703,1
704,2
705,2
706,0
707,0
708,1
709,0
710,5
711,1
712,0
713,2
714,2
715,4
716,1
717,2
718,1
719,2
720,2
721,2
722,1
723,5
724,2
725,1
726,1
727,1
728,1
729,2
730,2
731,2
732,2
733,1
734,1
735,2
736,0
737,1
738,0
739,0
740,2
741,1
742,0
743,2
744,0
745,0
746,2
747,1
748,2
749,0
750,0
751,1
752,5
753,1
754,0
755,1
756,1
757,0
758,0
759,1
760,1
761,2
762,0
763,5
764,1
765,0
766,2
767,1
768,1
769,0
770,0
771,1
772,1
773,1
774,2
775,1
776,0
777,0
778,4
779,2
780,1
781,0
782,2
783,0
784,1
785,3
786,1
787,2
788,1
789,2
790,2
791,0
792,0
793,1
794,4
795,3
796,5
797,0
798,1
799,1
800,2
801,1
802,1
803,1
804,0
805,0
806,0
807,4
808,1
809,0
810,4
811,2
812,2
813,1
814,2
815,0
816,8
817,0
818,2
819,0
820,2
821,1
822,0
823,2
824,0
825,0
826,0
827,1
828,1
829,2
830,2
831,2
832,1
833,0
834,0
835,2
836,0
837,0
838,0
839,0
840,2
841,1
842,1
843,1
844,2
845,5
846,2
847,1
848,1
849,2
850,1
851,1
852,2
853,0
854,1
855,2
856,1
857,1
858,1
859,1
860,2
861,2
862,1
863,0
864,0
865,1
866,1
867,0
868,2
869,0
870,1
871,2
872,2
873,5
874,0
875,2
876,1
877,2
878,2
879,1
880,1
881,1
882,2
883,0
884,2
885,2
886,0
887,2
888,2
889,1
890,0
891,1
892,1
893,1
894,0
895,2
896,0
897,1
898,2
899,1
900,1
901,1
902,1
903,5
904,0
905,1
906,5
907,3
908,4
909,1
910,1
911,2
912,0
913,0
914,1
915,0
916,0
917,2
918,0
919,0
920,1
921,2
922,1
923,2
924,1
925,2
926,1
927,5
928,1
929,0
930,1
931,0
932,1
933,1
934,2
935,2
936,0
937,2
938,0
939,0
940,2
941,0
942,2
943,2
944,2
945,2
946,2
947,1
948,1
949,0
950,1
951,0
952,1
953,2
954,2
955,2
956,1
957,2
958,0
959,1
960,2
961,2
962,1
963,1
964,1
965,1
966,2
967,0
968,0
969,0
970,1
971,4
972,2
973,2
974,0
975,0
976,2
977,2
978,1
979,1
980,2
981,5
982,1
983,2
984,2
985,0
986,0
987,2
988,0
989,0
990,1
991,1
992,1
993,1
994,2
995,1
996,2
997,2
998,0
999,1
1000,5
1001,4
1002,2
1003,2
1004,2
1005,1
1006,2
1007,2
1008,1
1009,1
1010,3
1011,2
1012,0
1013,1
1014,0
1015,0
1016,1
1017,1
1018,2
1019,1
1020,0
1021,1
1022,0
1023,0
1024,3
1025,0
1026,1
1027,0
1028,0
1029,0
1030,0
1031,0
1032,1
1033,1
1034,4
1035,1
1036,0
1037,1
1038,0
1039,0
1040,2
1041,1
1042,0
1043,0
1044,0
1045,1
1046,1
1047,1
1048,0
1049,1
1050,0
1051,0
1052,1
1053,4
1054,2
1055,2
1056,3
1057,1
1058,2
1059,2
